probe_set_id,human_gene,gene_accession,control_mean,suicide_mean,ratio_s_to_c,p_value,log2_ratio_s_to_c,direction,human_gene_original,human_gene_upper
16830284,BCL6B,ENST00000293805 ,73.89725606505124,95.67607733860861,1.2947175907909978,0.007488306414469006,0.37263744555869793,up_in_suicide,BCL6B,BCL6B
16776652,C13orf35,NM_207440 ,40.768645039018466,50.00987124669946,1.2266748428562315,0.019236754299184717,0.2947528816281107,up_in_suicide,C13orf35,C13ORF35
16793488,C14orf149,ENST00000247194 ,145.00286757985936,119.65668797003909,0.825202218184678,0.03175978948602686,-0.2771803956216007,down_in_suicide,C14orf149,C14ORF149
16794263,C14orf162,NR_024630 ,110.34497064248689,86.20426047310467,0.781225097720157,0.010193883286130634,-0.35618979674460194,down_in_suicide,C14orf162,C14ORF162
16659788,C1orf64,ENST00000329454 ,51.916189513712695,64.36723824960453,1.2398297882128486,0.02587233948963119,0.31014207177607556,up_in_suicide,C1orf64,C1ORF64
16933555,C22orf31,ENST00000216071 ,29.201032652326106,23.44566582152794,0.8029053664189612,0.005796719805529607,-0.31669813883042386,down_in_suicide,C22orf31,C22ORF31
17068349,C8orf4,ENST00000315792 ,25.81528874877427,32.72300085564722,1.267582213551686,0.03163291471331503,0.3420793213799541,up_in_suicide,C8orf4,C8ORF4
16728261,CCND1,ENST00000227507 ,297.172338913571,357.31364935060503,1.2023785613994356,0.029419284256384928,0.26589119111470794,up_in_suicide,CCND1,CCND1
16931888,CCT8L2,NM_014406 ,20.42115503472921,24.848822629433233,1.2168176867162566,0.035536331133813145,0.28311302822138834,up_in_suicide,CCT8L2,CCT8L2
16848583,CD300LB,NM_174892 ,43.36312343601146,52.303415197993765,1.2061726889940247,0.015544601264676529,0.27043647416984135,up_in_suicide,CD300LB,CD300LB
16698801,CD34,NM_001773 ,213.7399008255914,294.7183468155332,1.3788644313820424,0.04413582456199587,0.4634806194426577,up_in_suicide,CD34,CD34
16965268,CD38,NM_001775 ,321.4430979583692,211.32758067062855,0.6574338724734355,0.026331114202692643,-0.6050823056572426,down_in_suicide,CD38,CD38
16994779,CDH10,NM_006727 ,344.35458526947997,286.56912444868874,0.8321919809037235,0.013723194039821352,-0.26501170841068783,down_in_suicide,CDH10,CDH10
16819794,CDH5,NM_001795 ,124.84792403802275,186.44394153962597,1.4933683757756675,0.0034554338687655486,0.5785700853326735,up_in_suicide,CDH5,CDH5
17114701,CDR1,NM_004065 ,322.03026638867976,439.9391734033058,1.3661423143137543,0.04432879221080776,0.4501077804509844,up_in_suicide,CDR1,CDR1
16660483,CELA3A,NM_005747 ,15.657945964763773,19.83664989721832,1.2668743359989996,0.0018966084658743416,0.34127342753927714,up_in_suicide,CELA3A,CELA3A
16877762,CENPO,ENST00000380834 ,137.24185652891114,112.4455637640644,0.8193241231794092,0.003357585212642589,-0.28749380248585626,down_in_suicide,CENPO,CENPO
17115077,CETN2,ENST00000370277 ,595.3950131216075,456.62861188668865,0.7669338872904261,0.0391114997370247,-0.3828258777709001,down_in_suicide,CETN2,CETN2
16675398,CFH,NM_000186 ,73.5653832576348,91.41611714695925,1.2426512729065655,0.048182142756527976,0.31342148751225296,up_in_suicide,CFH,CFH
16863963,CGB2//CGB1//CGB2//CGB1,ENST00000474913  //  ENST00000474913  //  ENST00000474913  //  ENST00000474913 ,68.85124288037292,83.14238050628751,1.2075654269705056,0.016838517636807878,0.27210135768112625,up_in_suicide,CGB2//CGB1//CGB2//CGB1,CGB2//CGB1//CGB2//CGB1
16716371,CH25H,NM_003956 ,127.60346366921632,83.34796936154763,0.6531795216594491,0.02150703734461231,-0.6144485343360123,down_in_suicide,CH25H,CH25H
16787650,CHGA,ENST00000216492 ,183.2763747453841,236.5755695205556,1.2908132313792064,0.029271711809708716,0.3682802712450001,up_in_suicide,CHGA,CHGA
16854425,CHST9,NM_031422 ,139.98416922144844,103.51779579778469,0.7394964471591379,0.04018399185044979,-0.4353848788384835,down_in_suicide,CHST9,CHST9
16873258,CKM,NM_001824 ,78.78983155963375,95.08576717634176,1.2068279027145028,0.0263474563957456,0.2712199581123951,up_in_suicide,CKM,CKM
16938647,CMTM8,NM_178868 ,88.8466594493547,107.77837180698494,1.2130829957475429,0.03724254067735586,0.2786782589969617,up_in_suicide,CMTM8,CMTM8
16904447,COBLL1,NM_014900 ,105.76835945472368,136.2181332475914,1.2878911420187278,0.02844059008236017,0.3650106559472726,up_in_suicide,COBLL1,COBLL1
17056391,CRHR2,NM_001202481 ,107.91040403854169,140.48068512916282,1.3018270701589465,0.033209566046786376,0.3805378190152959,up_in_suicide,CRHR2,CRHR2
16791427,CTSG,NM_001911 ,39.70340583463562,48.0770832234919,1.2109057702438069,0.020144371283063706,0.27608660236397203,up_in_suicide,CTSG,CTSG
16976833,CXCL3,NM_002090 ,24.4931023904356,29.85294993837731,1.218830896245904,0.012197973481508596,0.2854979765973166,up_in_suicide,CXCL3,CXCL3
16980770,DCHS2,NM_017639 ,117.9629922964742,84.16859476545497,0.7135169524516265,0.023709127986931235,-0.486980387782889,down_in_suicide,DCHS2,DCHS2
16688332,DIRAS3,ENST00000370981 ,233.2648490917768,153.88669054120834,0.659708014903962,0.024518695048626516,-0.6001004623214256,down_in_suicide,DIRAS3,DIRAS3
17025477,DKFZp451B082,NR_033862 ,41.19357984091856,51.920577452423586,1.2604045983119352,0.012660261577025838,0.33388692283664306,up_in_suicide,DKFZp451B082,DKFZP451B082
16950064,DLG1-AS1,NR_038289 ,35.32463210726684,43.46365716283543,1.2304065058867033,0.006331801433377425,0.2991350368142535,up_in_suicide,DLG1-AS1,DLG1-AS1
16869653,DNAJB1,NM_006145 ,495.9658441700166,377.6852432270453,0.7615146237723077,0.002399159153222782,-0.3930563530648651,down_in_suicide,DNAJB1,DNAJB1
16914972,DOK5,NM_018431 ,255.6555861446695,200.57770311450128,0.7845621765565453,0.046393083435186375,-0.35004030957383775,down_in_suicide,DOK5,DOK5
16827533,DPEP3,ENST00000268793 ,44.9838242064571,56.215267094397745,1.2496773692781873,0.0012516988111484465,0.3215556806304643,up_in_suicide,DPEP3,DPEP3
16854466,DSC3,NM_001941 ,24.126269769729515,29.06270922643938,1.204608482945153,0.009664452541736136,0.2685643236382361,up_in_suicide,DSC3,DSC3
16922775,DSCR10,NR_027695 ,31.997462467037575,38.5085806492888,1.2034885794134051,0.0008396696721085274,0.26722245132481426,up_in_suicide,DSCR10,DSCR10
16676633,DYRK3,NM_001004023 ,66.25583111340913,53.492338577323366,0.8073604644059376,0.02758464134332452,-0.3087151536002874,down_in_suicide,DYRK3,DYRK3
16915412,EDN3,NM_207032 ,103.7167765835162,125.8702947184964,1.2135962846583594,0.02336112150915963,0.2792885739926032,up_in_suicide,EDN3,EDN3
16688799,ELTD1,NM_022159 ,126.93252465581008,185.3547128535849,1.4602617678659768,0.014460878767602565,0.5462270111265496,up_in_suicide,ELTD1,ELTD1
16978354,EMCN,NM_016242 ,55.743594716325795,74.28614290650061,1.332639979257459,0.017240460423769546,0.41428708028201966,up_in_suicide,EMCN,EMCN
17098594,ENG,NM_001114753 ,171.00398690724862,229.28579322225792,1.3408213303624374,0.011233067696755188,0.42311700534570384,up_in_suicide,ENG,ENG
16879721,EPAS1,NM_001430 ,620.8353380651349,853.9933386891528,1.375555298367304,0.03270655672711388,0.4600141382558506,up_in_suicide,EPAS1,EPAS1
16925602,ERG,NM_001243428 ,84.72222964394798,101.90810936426628,1.2028497100766036,0.012583598542221406,0.2664563964025607,up_in_suicide,ERG,ERG
16745693,ESAM,NM_138961 ,222.5011476474158,294.0748683329751,1.3216779843265252,0.007155358918898768,0.402370719201926,up_in_suicide,ESAM,ESAM
17099573,FAM163B,NM_001080515 ,142.22836014485983,171.32674596731553,1.2045891958032768,0.034326696708668405,0.26854122427683136,up_in_suicide,FAM163B,FAM163B
16949792,FAM43A,NM_153690 ,142.17798504504825,191.85494961040223,1.3493998353515433,0.0011608652554081103,0.43231789091756384,up_in_suicide,FAM43A,FAM43A
16669422,FAM72B,NM_001100910 ,38.96905275945007,49.6867957952512,1.2750321672420446,0.04255736232574213,0.35053364468034826,up_in_suicide,FAM72B,FAM72B
16863871,FGF21,NM_019113 ,57.891499032384935,69.59924542973684,1.2022360207118234,0.01882939307883676,0.2657201510279401,up_in_suicide,FGF21,FGF21
17056310,FKBP14,NR_046478 ,152.36758934596008,126.78370742715038,0.8320910501463673,0.04654815154030962,-0.2651866934349569,down_in_suicide,FKBP14,FKBP14
16801299,FLJ27352,NM_001198784 ,290.4426615068195,226.6984554448938,0.7805274000340717,0.03822639568258243,-0.3574788166887541,down_in_suicide,FLJ27352,FLJ27352
16777715,FLT1,NM_002019 ,165.33592734024396,259.1987206029165,1.5677096005244693,0.0036218010973978346,0.6486583421799702,up_in_suicide,FLT1,FLT1
16908037,FN1,ENST00000354785 ,408.3702069456388,576.8172073485854,1.4124860176819165,0.006846267413925142,0.49823658623876194,up_in_suicide,FN1,FN1
16828964,FOXF1-AS1,NR_033925 ,46.680294406419165,57.20682345143092,1.2255026275833472,0.00850032039464905,0.2933735774706853,up_in_suicide,FOXF1-AS1,FOXF1-AS1
17004198,FOXF2,NM_001452 ,122.11686758856216,158.1635357651189,1.2951817295052608,0.02822818193246147,0.3731545395038353,up_in_suicide,FOXF2,FOXF2
17004194,FOXQ1,NM_033260 ,92.29869012055447,120.0826121620836,1.3010218455455824,0.03134782215301154,0.3796451866488508,up_in_suicide,FOXQ1,FOXQ1
16774130,FREM2,NM_207361 ,111.67476517344778,81.1131529167608,0.7263337674431624,0.03984029136679177,-0.46129544200770756,down_in_suicide,FREM2,FREM2
16929940,GALR3,NM_003614 ,92.68966259553537,112.48628363945984,1.2135795998126553,0.0017956648411019342,0.2792687392996913,up_in_suicide,GALR3,GALR3
16859795,GDF15,NM_004864 ,82.95048243696012,101.4030255713116,1.2224525113325877,0.008433015747461374,0.28977842182724745,up_in_suicide,GDF15,GDF15
16769386,GNN,NR_027249 ,49.929595003179905,41.28037042386243,0.8267715854942018,0.008329450258614642,-0.27443928784996763,down_in_suicide,GNN,GNN
16692805,GOLPH3L,NM_018178 ,240.95635141151973,186.8410327294937,0.7754144335062384,0.009309714038301694,-0.3669605053308052,down_in_suicide,GOLPH3L,GOLPH3L
17042860,GPER,NM_001039966 ,151.08673509076564,184.482159762867,1.221034789401194,0.04661877211252527,0.28810430579752255,up_in_suicide,GPER,GPER
17019749,GPR116,NM_015234 ,196.91053350022943,299.59088119511836,1.5214568559115162,0.002195810522535268,0.6054534237999181,up_in_suicide,GPR116,GPR116
17067941,GPR124,NM_032777 ,196.30962891024657,237.01228949314253,1.2073390939040762,0.008920324096213243,0.27183092910669576,up_in_suicide,GPR124,GPR124
16922047,GRIK1-AS2//BACH1,ENST00000547060  //  ENST00000547060 ,48.048591937953674,58.11669522171252,1.209540027661165,0.03957651951744828,0.2744585136359195,up_in_suicide,GRIK1-AS2//BACH1,GRIK1-AS2//BACH1
16933088,GSTT2B,NM_001080843 ,217.2780779480394,160.5814939143591,0.7390598049783977,0.04365345542004795,-0.4362369824039702,down_in_suicide,GSTT2B,GSTT2B
16933109,GSTTP1,NR_003081 ,67.07157842506832,83.86826799418108,1.250429316910707,0.02655737396534824,0.32242350851888896,up_in_suicide,GSTTP1,GSTTP1
16806014,HERC2P2,NR_002824 ,716.6223057394274,864.6793982888017,1.2066040805087774,0.029720248495446557,0.2709523664094499,up_in_suicide,HERC2P2,HERC2P2
16826040,HERC2P4,NR_002827 ,219.0892253335732,287.21100231503306,1.310931662101326,0.024096978833984588,0.39059248089360465,up_in_suicide,HERC2P4,HERC2P4
17016512,HIST1H2AM,NM_003514 ,24.34260739655547,19.63734168318041,0.8067065850127103,0.04574704629547457,-0.3098840624258465,down_in_suicide,HIST1H2AM,HIST1H2AM
17016503,HIST1H3I,NM_003533 ,145.95035565662428,84.91828809515788,0.5818299497326622,0.04064337163733825,-0.7813305337212418,down_in_suicide,HIST1H3I,HIST1H3I
17017126,HLA-C,NM_002117 ,642.2567855361364,803.5860863234506,1.2511912749238474,0.041835920525791326,0.32330235728157136,up_in_suicide,HLA-C,HLA-C
17006087,HLA-F,NM_001098479 ,112.61435153472551,140.68205646192536,1.2492373711226754,0.011645658461693915,0.3210476335544641,up_in_suicide,HLA-F,HLA-F
16846291,HOXB9,ENST00000311177 ,53.65563154414538,65.38207612730528,1.218550117586668,0.04130206508200535,0.28516558869508857,up_in_suicide,HOXB9,HOXB9
16887921,HOXD12,ENST00000406506 ,48.61307829053132,59.21626505229849,1.2181138725344292,0.04087580953900028,0.28464900652967445,up_in_suicide,HOXD12,HOXD12
16911026,HSPA12B,NM_052970 ,92.98293570471623,113.28254289577032,1.218315404188991,0.01154674769287962,0.2848876744212971,up_in_suicide,HSPA12B,HSPA12B
17006863,HSPA1A,NM_005345 ,2369.4863137252464,1633.8938779922933,0.6895561576059609,0.003549288400227775,-0.5362600449603412,down_in_suicide,HSPA1A,HSPA1A
17028007,HSPA1B,NM_005346 ,2661.596446014619,1875.8700604162864,0.7047913154622476,0.003880681045172633,-0.50473194761079,down_in_suicide,HSPA1B,HSPA1B
17047504,HSPB1,NM_001540 ,2675.493665175493,2087.7743807792954,0.7803323954580743,0.02107989912320684,-0.35783930023380833,down_in_suicide,HSPB1,HSPB1
16954401,HYAL1,NR_047690 ,54.94423741050347,68.21725081132912,1.2415724382824591,0.0023760103615561115,0.31216843654669624,up_in_suicide,HYAL1,HYAL1
16847760,ICAM2,NM_001099786 ,199.20627837917377,274.44771028625587,1.3777061271325288,0.0018114971319641176,0.4622681854711752,up_in_suicide,ICAM2,ICAM2
16876822,ID2,ENST00000234091 ,198.6597726538916,158.20855461195782,0.7963794204455846,0.036855409635946974,-0.32847215459829787,down_in_suicide,ID2,ID2
16720085,IFITM1,ENST00000408968 ,307.5155848770946,394.7841823142364,1.2837859338804587,0.04825682223171281,0.36040465894315327,up_in_suicide,IFITM1,IFITM1
16863419,IGFL1,NM_198541 ,37.47439537118305,46.847783597287375,1.250127804151638,0.029836423111325654,0.32207559327974655,up_in_suicide,IGFL1,IGFL1
16933009,IGLL1,NM_020070 ,54.14059302033129,68.12916305543935,1.2583748949675333,0.02031664300397935,0.33156179386756535,up_in_suicide,IGLL1,IGLL1
17083433,IL33,NM_033439 ,149.04732263358414,103.4623020939844,0.6941574009238306,0.02831561190569513,-0.5266652623650842,down_in_suicide,IL33,IL33
16991184,IRGM,NM_001145805 ,40.72766869312923,48.93374796852454,1.2014865947085176,0.0439858045624862,0.26482055204211785,up_in_suicide,IRGM,IRGM
16818305,ITGAD,NM_005353 ,57.26989865103214,71.80087768441152,1.253728038212924,0.0027353724389020885,0.32622442910161487,up_in_suicide,ITGAD,ITGAD
16747112,KCNA6,NM_002235 ,393.260821118018,305.64690185227704,0.7772116759135588,0.018293430610259627,-0.36362052044884446,down_in_suicide,KCNA6,KCNA6
16828802,KCNG4,NM_172347 ,68.35539811848977,88.70754917681202,1.2977402168449532,0.04727451239404578,0.37600161185806324,up_in_suicide,KCNG4,KCNG4
16774851,KCNRG,NM_173605 ,69.2134738464553,44.92423467056865,0.649067763456427,0.03387207036863617,-0.6235589896997317,down_in_suicide,KCNRG,KCNRG
16877493,KCNS3,NM_002252 ,47.95508836137898,62.35681318893412,1.3003169281855331,0.009362056514278957,0.37886329632780363,up_in_suicide,KCNS3,KCNS3
16976029,KDR,NM_002253 ,152.71338022708173,198.94595467329455,1.3027408232171007,0.005205812499121254,0.3815500921551382,up_in_suicide,KDR,KDR
16803754,KIAA1199,ENST00000394685 ,88.93341532536465,109.0223377764157,1.2258872256008084,0.03722284516093253,0.293826265692723,up_in_suicide,KIAA1199,KIAA1199
16712944,KIAA1462,NM_020848 ,132.60544143826883,164.91023238355473,1.2436158772588872,0.019589189894713498,0.31454094081416056,up_in_suicide,KIAA1462,KIAA1462
16973061,KLKB1,ENST00000264690 ,134.4449814267621,95.16814282564141,0.7078593921148594,0.009736672294559276,-0.498465280404754,down_in_suicide,KLKB1,KLKB1
16928716,KREMEN1,NM_032045 ,203.8835450314902,167.80482897235373,0.8230425311980716,0.02416339479110616,-0.2809611102148009,down_in_suicide,KREMEN1,KREMEN1
16844828,KRT17,NM_000422 ,73.91978835647157,93.07832375654488,1.259180062958013,0.02345226647977046,0.33248460343952413,up_in_suicide,KRT17,KRT17
16844702,KRT32,NM_002278 ,32.929771549600396,27.231745532261527,0.826964301627291,0.04374912114846207,-0.2741030423673235,down_in_suicide,KRT32,KRT32
16844572,KRTAP1-1,NM_030967 ,52.65492487372605,64.74765817687359,1.22966006184887,0.0017242412453004163,0.2982595392493864,up_in_suicide,KRTAP1-1,KRTAP1-1
16844600,KRTAP4-11,NM_033059 ,20.754556158599183,26.851081001028795,1.293743927638927,0.00940045116257059,0.37155209114470433,up_in_suicide,KRTAP4-11,KRTAP4-11
16741526,KRTAP5-11,NM_001005405 ,41.57200739492551,50.230791680636834,1.208284007155456,0.006272449907257888,0.2729595999914605,up_in_suicide,KRTAP5-11,KRTAP5-11
16734287,KRTAP5-3,NM_001012708 ,21.91711815538624,29.005505154999337,1.3234178393965126,0.022797313453454465,0.40426863202672825,up_in_suicide,KRTAP5-3,KRTAP5-3
16699975,LEFTY1,NM_020997 ,70.28040611816917,89.07468979171817,1.2674185411215235,0.00038870708749775054,0.3418930260479164,up_in_suicide,LEFTY1,LEFTY1
16736847,LIN7C,NM_018362 ,937.1063275439288,745.2736455836205,0.7952925123629411,0.018599528254435557,-0.3304425067948136,down_in_suicide,LIN7C,LIN7C
17005774,LINC00240,NR_026775 ,95.45026485432741,69.11798847695187,0.7241256855854421,0.012226205326979862,-0.46568796907935467,down_in_suicide,LINC00240,LINC00240
16693219,LINGO4,NM_001004432 ,48.409569274744335,62.23035625137838,1.2854970036646136,0.02903088076410127,0.3623262474308138,up_in_suicide,LINGO4,LINGO4
16943328,LNP1,NM_001085451 ,201.67460435896197,165.542250079559,0.820838352978292,0.020762846505323836,-0.2848299536610811,down_in_suicide,LNP1,LNP1
16919801,LOC100128591,AK128705 ,72.3134572847716,88.16982380982574,1.2192726930841034,0.047654264958231544,0.2860208240409742,up_in_suicide,LOC100128591,LOC100128591
16862107,LOC100129935,NR_026870 ,23.42839153000982,29.21754027607725,1.2470997097112713,0.037339883044554024,0.31857681797845583,up_in_suicide,LOC100129935,LOC100129935
17117841,LOC100131131,AY358263 ,30.11535538665131,36.839911890436426,1.223293280701771,0.021867146235465117,0.2907703269149996,up_in_suicide,LOC100131131,LOC100131131
17094368,LOC100132439//FAM27E3,ENST00000377525  //  ENST00000377525 ,61.19484033079789,88.59616720222513,1.4477718500988852,0.045475299844051735,0.5338342704705108,up_in_suicide,LOC100132439//FAM27E3,LOC100132439//FAM27E3
16912011,LOC100270679,NR_038394 ,49.37236793485929,59.470981985312406,1.2045397956965924,0.04792733305143662,0.2684820582552572,up_in_suicide,LOC100270679,LOC100270679
16708880,LOC100505839,NR_038940 ,26.758488270240832,33.46682469655035,1.250699380269928,0.014389000057442364,0.3227350631150417,up_in_suicide,LOC100505839,LOC100505839
17050358,LOC100506413,BC043243 ,31.09261931156745,38.082751069408985,1.2248164327294544,0.006820527520648557,0.2925655439743884,up_in_suicide,LOC100506413,LOC100506413
16844789,LOC147093,NR_038442 ,39.30973871022928,49.50853603237045,1.25944709013004,0.008879942699663345,0.33279051515641894,up_in_suicide,LOC147093,LOC147093
16882041,LOC1720,NR_033423 ,24.627018455595525,29.917225145183146,1.2148131207651582,0.009841950190926887,0.28073439573901954,up_in_suicide,LOC1720,LOC1720
16893809,LOC339822,NR_033880 ,36.69748459393227,49.418274651514814,1.3466392914484897,0.006145619166357869,0.42936346466215164,up_in_suicide,LOC339822,LOC339822
16853706,LOC400643,NR_034100 ,42.613313357167215,52.59337220776962,1.2342004895736145,0.006976407459810845,0.3035767719744609,up_in_suicide,LOC400643,LOC400643
17118392,LOC648570,AK130915 ,64.71739804512723,53.488248595155554,0.8264894790402169,0.04923589451074985,-0.2749316403221183,down_in_suicide,LOC648570,LOC648570
16822256,LOC729737,NR_039983 ,871.0503265910454,683.9596818287149,0.7852125886979102,0.014969558715137577,-0.3488447922991981,down_in_suicide,LOC729737,LOC729737
17025730,LOC729995,XR_110198 ,51.54409153396629,62.603778228633246,1.214567496788238,0.01819540355000943,0.28044266665212947,up_in_suicide,LOC729995,LOC729995
16945239,LOC90246,NR_026954 ,69.63560944189067,85.08206277011513,1.22181831180948,0.03844705225932051,0.28902976785749024,up_in_suicide,LOC90246,LOC90246
16860946,LSR,NM_205834 ,125.42841284389976,155.46800158195992,1.239495884998924,0.01224866782613272,0.3097534818308471,up_in_suicide,LSR,LSR
17071218,MATN2,NM_002380 ,159.41464036894735,126.36156637400627,0.7926597336452698,0.04369656613915773,-0.3352264041565067,down_in_suicide,MATN2,MATN2
17099248,MED27,NM_001253882 ,22.06354094523855,29.69917961029613,1.346074942549301,0.03222886187841409,0.428758734045117,up_in_suicide,MED27,MED27
16979985,MGARP,NM_032623 ,118.43951083670048,98.23915007879445,0.82944575999003,0.031514997238568036,-0.26978045288875363,down_in_suicide,MGARP,MGARP
16745002,MPZL2,NM_005797 ,20.17322972326013,28.38425481951669,1.407025806422513,0.0007706246078649708,0.4926487894531616,up_in_suicide,MPZL2,MPZL2
16927040,MRPL40,ENST00000333130 ,141.35855812275935,115.7152440166712,0.8185938336763534,0.02613560076081836,-0.28878029563391383,down_in_suicide,MRPL40,MRPL40
16906471,MSTN,NM_005259 ,63.55478467110436,52.35019362215519,0.823701848618749,0.03427693874088198,-0.2798058683501047,down_in_suicide,MSTN,MSTN
16832315,MTRNR2L1,NM_001190452 ,19.2258018837015,24.93781866488049,1.2971016145766747,0.011741204589577043,0.3752915043416899,up_in_suicide,MTRNR2L1,MTRNR2L1
16735734,MTRNR2L8,NM_001190702 ,4052.7194021021,4982.401025891231,1.22939698793529,0.032410777274501014,0.2979508555350412,up_in_suicide,MTRNR2L8,MTRNR2L8
17013851,MYCT1,NM_025107 ,76.98519907458487,103.38738140757614,1.3429514068985169,0.024470441747334096,0.4254071035033677,up_in_suicide,MYCT1,MYCT1
16722526,MYOD1,NM_002478 ,64.90755730918634,78.08584258099856,1.2030316009126274,0.033328444254197294,0.26667453933955104,up_in_suicide,MYOD1,MYOD1
17071495,NACAP1,NR_002182 ,49.36769122617623,64.56962053288183,1.307932757824516,0.011001975979275175,0.38728837229871893,up_in_suicide,NACAP1,NACAP1
16817519,NFATC2IP,AK304606 ,40.81656597608451,28.446912681478913,0.6969452721266824,0.03200046877770587,-0.5208827224828488,down_in_suicide,NFATC2IP,NFATC2IP
16840318,NLRP1,ENST00000544378 ,2481.3120410258516,1854.176256814929,0.7472563813652211,0.004956518379178211,-0.42032478271012363,down_in_suicide,NLRP1,NLRP1
16865563,NLRP2,NM_017852 ,37.9350003083759,49.575064843320774,1.3068423471812862,0.02443707291571126,0.38608511002526374,up_in_suicide,NLRP2,NLRP2
16887194,NOSTRIN,NM_001171631 ,56.54535365081724,78.46175100970855,1.3875897123967238,0.005526113075112828,0.4725810496218796,up_in_suicide,NOSTRIN,NOSTRIN
16869769,NOTCH3,NM_000435 ,137.88120751776114,166.21687542414836,1.2055078310997325,0.04111206804460811,0.26964102286250674,up_in_suicide,NOTCH3,NOTCH3
16969495,NPNT,NM_001184690 ,97.9459061707604,67.1817403897534,0.6859065683932488,0.0008175270639690624,-0.5439160235852282,down_in_suicide,NPNT,NPNT
17055994,NPVF,ENST00000222674 ,14.649984289087566,18.075579241304872,1.2338292577398156,0.02027481891234242,0.3031427623517941,up_in_suicide,NPVF,NPVF
17042936,NUDT1,NM_198948 ,58.81388188125097,71.10184983147272,1.2089297213034151,0.0006944837708912095,0.2737303788516693,up_in_suicide,NUDT1,NUDT1
16755103,NUDT4,ENST00000337179 ,34.07979005835567,27.818481876370623,0.8162750365755289,0.020329536150393575,-0.29287275758276016,down_in_suicide,NUDT4,NUDT4
16985704,OCLN,NM_002538 ,67.61826434088094,86.87495572281911,1.2847853545139856,0.009181106115754704,0.3615273525363035,up_in_suicide,OCLN,OCLN
17106822,OCRL,NM_000276 ,597.3688756625545,489.31868950718285,0.8191231740429548,0.04611907351312628,-0.2878476842671974,down_in_suicide,OCRL,OCRL
16742738,ODZ4,ENST00000529798 ,52.352233953373094,65.10299976309196,1.2435572438241165,0.038668978313811574,0.3144729196821592,up_in_suicide,ODZ4,ODZ4
16790433,OR10G2,ENST00000542433 ,19.808965002164815,24.208022381576516,1.2220740648959172,0.030695726704873454,0.2893317236345603,up_in_suicide,OR10G2,OR10G2
16738601,OR10Q1,NM_001004471 ,33.761469214269646,42.69002547923047,1.2644599442131823,0.02836088633560842,0.33852133577512933,up_in_suicide,OR10Q1,OR10Q1
16839673,OR1D2,NM_002548 ,40.80799350619995,49.57340073094154,1.2147963296311015,0.04515616000689041,0.2807144546856696,up_in_suicide,OR1D2,OR1D2
16721180,OR51D1,NM_001004751 ,27.040264031830805,33.63230749320423,1.2437862090996417,0.035636471316914345,0.314738526000483,up_in_suicide,OR51D1,OR51D1
