probe_set_id,human_gene,gene_accession,control_mean,suicide_mean,ratio_s_to_c,p_value,log2_ratio_s_to_c,direction,human_gene_original,human_gene_upper,mouse_gene,mouse_gene_upper,primary_enriched_celltype,all_enriched_celltypes,primary_celltype_logFC,primary_celltype_marker_fdr,avg_expr_Astrocytes,avg_expr_Diff. Oligodendrocytes,avg_expr_Endothelial,avg_expr_Fibroblasts,avg_expr_LHb,avg_expr_MHb,avg_expr_Macrophages,avg_expr_Microglia,avg_expr_Oligodendrocytes,avg_expr_Pericytes,avg_expr_Polydendrocytes,pct_expr_Astrocytes,pct_expr_Diff. Oligodendrocytes,pct_expr_Endothelial,pct_expr_Fibroblasts,pct_expr_LHb,pct_expr_MHb,pct_expr_Macrophages,pct_expr_Microglia,pct_expr_Oligodendrocytes,pct_expr_Pericytes,pct_expr_Polydendrocytes
16914972,DOK5,NM_018431 ,255.6555861446695,200.57770311450128,0.7845621765565453,0.046393083435186375,-0.35004030957383775,down_in_suicide,DOK5,DOK5,Dok5,DOK5,Astrocytes,Astrocytes;LHb;MHb,1.336044192314148,0.01588405480223926,0.07987797,0.010235974,0.008113961,0.0043993886,0.06130211,0.043714434,0.007277892,0.0088941725,0.00895195,0.013882021,0.02116195,0.04560413728255753,0.004166666666666667,0.004171632896305123,0.0025188916876574307,0.03366655917445977,0.02753146273455682,0.003456221198156682,0.0036177268616219443,0.00511084137226091,0.006265060240963856,0.008055235903337168
17000928,ARAP3,NM_022481 ,67.929140385149,85.51870181949167,1.2589398501822966,4.914287507169378e-07,0.3322093554026638,up_in_suicide,ARAP3,ARAP3,Arap3,ARAP3,Endothelial,Endothelial;Microglia,4.79220724105835,3.0670718953655803e-92,0.002752744,0.0035996358,0.2503474,0.011467533,0.0024925268,0.0033356175,0.06445133,0.06232682,0.0021611417,0.013475629,0.0030202265,0.0016455101081335214,0.001388888888888889,0.15584028605482994,0.006297229219143576,0.0014833924540470823,0.0015323168127810282,0.0357142857142857,0.037584162395739196,0.0012777103430652267,0.00674698795180723,0.0011507479861910242
16802497,PAQR5,NM_017705 ,84.67737718193972,117.68308238040598,1.3897818555190893,0.00010314265175399872,0.47485845082006845,up_in_suicide,PAQR5,PAQR5,Paqr5,PAQR5,Endothelial,Endothelial,5.715935707092285,2.9409103142496677e-264,0.016311558,0.009309623,0.47253272,0.00817269,0.008123946,0.013799185,0.018523037,0.009682999,0.009490354,0.009971216,0.0034525124,0.009637987776210617,0.0034722222222222225,0.260578069129929,0.005037783375314861,0.003934214769429212,0.00753598432515263,0.01152073732718894,0.0041201889257361035,0.0052386124065674335,0.0048192771084337345,0.0017261219792865361
16949792,FAM43A,NM_153690 ,142.17798504504825,191.85494961040223,1.3493998353515433,0.0011608652554081103,0.43231789091756384,up_in_suicide,FAM43A,FAM43A,Fam43a,FAM43A,Endothelial,Endothelial,3.4419772624969482,1.94114714538948e-20,0.029841632,0.008272241,0.11424405,0.10746,0.006995022,0.0051926845,0.093869,0.015456379,0.011676851,0.015599973,0.017289348,0.02021626704278324,0.0034722222222222225,0.076430274135876,0.06171284634760701,0.004192196065785226,0.0028887939913085003,0.05760368663594472,0.009948748869460365,0.009455056538682683,0.008192771084337351,0.006904487917146144
16847760,ICAM2,NM_001099786 ,199.20627837917377,274.44771028625587,1.3777061271325288,0.0018114971319641176,0.4622681854711752,up_in_suicide,ICAM2,ICAM2,Icam2,ICAM2,Endothelial,Endothelial,6.744148254394531,1.99120967664391e-274,0.003366948,0.005273496,0.46512815,0.0025252977,0.0016496239,0.0062835678,0.023607321,0.0060656685,0.0058439462,0.014519026,0.003013668,0.0016455101081335214,0.0020833333333333333,0.26206793802146666,0.0012594458438287153,0.0008384392131570463,0.0028636740435579915,0.014976958525345623,0.0026128027333936275,0.002747077237590236,0.006265060240963856,0.0011507479861910242
16819794,CDH5,NM_001795 ,124.84792403802275,186.44394153962597,1.4933683757756675,0.0034554338687655486,0.5785700853326735,up_in_suicide,CDH5,CDH5,Cdh5,CDH5,Endothelial,Endothelial,6.718066215515137,0.0,0.0076210126,0.015048258,0.7489966,0.11903893,0.0062363995,0.009311374,0.03534873,0.012515598,0.00841732,0.024854852,0.008931824,0.0035260930888575464,0.00625,0.36948748510133356,0.06675062972292187,0.0026443082876491447,0.004345750960838011,0.017281105990783408,0.005326097879610089,0.004280329649268508,0.01060240963855422,0.0034522439585730727
16777715,FLT1,NM_002019 ,165.33592734024396,259.1987206029165,1.5677096005244693,0.0036218010973978346,0.6486583421799702,up_in_suicide,FLT1,FLT1,Flt1,FLT1,Endothelial,Endothelial,7.541888236999512,0.0,0.035765573,0.098317415,2.7395852,0.103231944,0.039432578,0.088501275,0.18703757,0.060613338,0.07115673,0.18546921,0.06722426,0.015279736718382682,0.038194444444444434,0.8139153754470242,0.045340050377833736,0.01722025153176391,0.038433520058276896,0.0737327188940092,0.024218671490302525,0.03341212547115561,0.08433734939759034,0.025891829689298058
16830778,TMEM88,NM_203411 ,161.39422235563833,211.5750741810954,1.3109209926665262,0.003881350623342296,0.3905807390128037,up_in_suicide,TMEM88,TMEM88,Tmem88,TMEM88,Endothelial,Endothelial;Microglia,3.850040912628174,6.490552267384553e-16,0.002717875,0.0015684213,0.09635582,0.0028909529,0.0024528992,0.0023211807,0.032357622,0.04039122,0.00307547,0.0064902822,0.0031663184,0.0018805829807240246,0.0006944444444444445,0.06585220500595944,0.0012594458438287153,0.0014188971299580787,0.0015574367605315368,0.028801843317972333,0.02874083006732997,0.003002619306203281,0.004337349397590361,0.0011507479861910242
16954796,SEMA3G,NM_020163 ,107.81350342165796,136.35018002682233,1.2646855514337343,0.004476660430359108,0.338778721061743,up_in_suicide,SEMA3G,SEMA3G,Sema3g,SEMA3G,Endothelial,Endothelial,5.903526782989502,4.436749476707486e-19,0.0011840427,0.0035373708,0.11561816,0.0030502176,0.0030513601,0.0024386696,0.002511108,0.00080853445,0.0011237583,0.0004771515,0.0015015318,0.0004701457451810061,0.001388888888888889,0.067938021454112,0.0012594458438287153,0.0013544018058690751,0.0012057574920244164,0.001152073732718894,0.00030147723846849563,0.0006388551715326135,0.00048192771084337347,0.0005753739930955121
16976029,KDR,NM_002253 ,152.71338022708173,198.94595467329455,1.3027408232171007,0.005205812499121254,0.3815500921551382,up_in_suicide,KDR,KDR,Kdr,KDR,Endothelial,Endothelial,5.781604766845703,0.0,0.010419284,0.022631925,0.6658544,0.019179463,0.0053570103,0.012342186,0.03701727,0.014904367,0.042588152,0.020135218,0.008645583,0.005171603196991066,0.009027777777777777,0.33194278903458396,0.008816120906801006,0.002386326991293131,0.005626868296113961,0.020737327188940086,0.0077379157873580596,0.03571200408867312,0.009156626506024099,0.0034522439585730727
16887194,NOSTRIN,NM_001171631 ,56.54535365081724,78.46175100970855,1.3875897123967238,0.005526113075112828,0.4725810496218796,up_in_suicide,NOSTRIN,NOSTRIN,Nostrin,NOSTRIN,Endothelial,Endothelial,6.543402671813965,0.0,0.006528218,0.021874232,0.8452625,0.014300216,0.0061605955,0.015448728,0.07369114,0.012743921,0.01194473,0.06290786,0.0074819103,0.00305594734367654,0.008333333333333333,0.39019666269370734,0.007556675062972291,0.002837794259916155,0.007083825265643472,0.04032258064516128,0.005426590292432921,0.005813582060946789,0.034698795180722886,0.0028768699654775605
16908037,FN1,ENST00000354785 ,408.3702069456388,576.8172073485854,1.4124860176819165,0.006846267413925142,0.49823658623876194,up_in_suicide,FN1,FN1,Fn1,FN1,Endothelial,Endothelial,6.356180191040039,0.0,0.005670534,0.0151946815,0.63311124,0.049267825,0.007990854,0.011713303,0.05725166,0.008364732,0.0067335074,0.03321227,0.0029943595,0.00305594734367654,0.005555555555555556,0.31749106078666844,0.016372795969773295,0.0038052241212512055,0.005501268557361417,0.02764976958525344,0.0036177268616219443,0.0037053599948891546,0.015903614457831332,0.0011507479861910242
16745693,ESAM,NM_138961 ,222.5011476474158,294.0748683329751,1.3216779843265252,0.007155358918898768,0.402370719201926,up_in_suicide,ESAM,ESAM,Esam,ESAM,Endothelial,Endothelial;Pericytes,4.71162223815918,0.0,0.009216639,0.01706623,0.7851167,0.02546559,0.017111048,0.055102076,0.037246346,0.01491912,0.017662585,0.51100844,0.022152085,0.004466384579219558,0.006944444444444445,0.38081048867701994,0.011335012594458436,0.008126410835214433,0.030771935994372234,0.016129032258064516,0.006029544769369914,0.009710598607295727,0.2597590361445796,0.00863060989643268
16830284,BCL6B,ENST00000293805 ,73.89725606505124,95.67607733860861,1.2947175907909978,0.007488306414469006,0.37263744555869793,up_in_suicide,BCL6B,BCL6B,Bcl6b,BCL6B,Endothelial,Endothelial,5.714136123657227,1.5282533098272739e-32,0.0,0.005122691,0.13909972,0.0,0.0023548838,0.0028465204,0.009212581,0.0040784786,0.0026214346,0.0024394814,0.005486589,0.0,0.0020833333333333333,0.08969010727056013,0.0,0.0010964205095130607,0.0013062372830264508,0.004608294930875576,0.0020098482564566375,0.0014693668945250104,0.0014457831325301205,0.0023014959723820483
16814738,TMEM204,NM_024600 ,160.22662302227826,217.17668153919848,1.3554344305752593,0.008672058650534234,0.438755324188581,up_in_suicide,TMEM204,TMEM204,Tmem204,TMEM204,Endothelial,Endothelial;Pericytes;Fibroblasts,4.9869160652160645,7.414935083279076e-178,0.009106033,0.0,0.36430603,0.15556283,0.0045526847,0.008334599,0.012616643,0.024570497,0.005956625,0.16560209,0.006103244,0.0056417489421720715,0.0,0.21662693682956738,0.08186397984886642,0.0024508223153821345,0.0049988696023512405,0.0069124423963133645,0.01447090744648781,0.0036414744777358934,0.09638554216867477,0.0023014959723820483
16767422,PTPRB,NM_001109754 ,135.37330261594585,188.47982039275877,1.3922968321713785,0.008836268268948507,0.4774668208482968,up_in_suicide,PTPRB,PTPRB,Ptprb,PTPRB,Endothelial,Endothelial,6.31127405166626,0.0,0.016957493,0.045334734,1.3342108,0.015977014,0.022566035,0.04550649,0.071972646,0.021744838,0.027260618,0.054233517,0.033367466,0.007992477668077098,0.017361111111111105,0.5353098927294776,0.006297229219143576,0.011544663011931612,0.02409002989273735,0.03225806451612901,0.008943824741232044,0.014949211013863114,0.023614457831325313,0.013233601841196782
16985704,OCLN,NM_002538 ,67.61826434088094,86.87495572281911,1.2847853545139856,0.009181106115754704,0.3615273525363035,up_in_suicide,OCLN,OCLN,Ocln,OCLN,Endothelial,Endothelial,5.359622001647949,0.0,0.046043623,0.016877865,0.5390219,0.033708908,0.015530375,0.01671495,0.022522079,0.015586989,0.012037185,0.017928338,0.020084124,0.029619181946403346,0.00625,0.293355184743758,0.016372795969773295,0.007545952918413402,0.007862543645909244,0.01152073732718894,0.007335946136066731,0.006196895163866359,0.008674698795180725,0.0074798619102416555
17098594,ENG,NM_001114753 ,171.00398690724862,229.28579322225792,1.3408213303624374,0.011233067696755188,0.42311700534570384,up_in_suicide,ENG,ENG,Eng,ENG,Endothelial,Endothelial;Pericytes,5.660961627960205,0.0,0.008424254,0.016601576,0.8207593,0.12688664,0.010442634,0.015922494,0.043927904,0.06260888,0.0125705665,0.2152252,0.015008308,0.003996238834038553,0.00625,0.3909415971394762,0.07682619647355157,0.00503063527894227,0.007862543645909244,0.024193548387096763,0.0372826851572707,0.006771864818245714,0.11759036144578337,0.00575373993095512
16911026,HSPA12B,NM_052970 ,92.98293570471623,113.28254289577032,1.218315404188991,0.01154674769287962,0.2848876744212971,up_in_suicide,HSPA12B,HSPA12B,Hspa12b,HSPA12B,Endothelial,Endothelial,5.226019859313965,5.862134048757279e-153,0.007265412,0.003719531,0.34170464,0.022152435,0.010250657,0.014864567,0.013099678,0.0068565,0.0059879846,0.006773115,0.0028236234,0.0037611659614480496,0.001388888888888889,0.19979141835519157,0.011335012594458436,0.005740083843921307,0.009520460197442826,0.0069124423963133645,0.0032157572103306176,0.003258161374816326,0.0038554216867469873,0.0011507479861910242
16745718,ROBO4,ENST00000306534 ,91.43746758609325,112.14039229712652,1.2264162083397636,0.01192738738772118,0.2944486689202199,up_in_suicide,ROBO4,ROBO4,Robo4,ROBO4,Endothelial,Endothelial,5.978300094604492,7.890523142213032e-68,0.0015052345,0.0,0.20241177,0.0010860923,0.001822391,0.005709645,0.006511662,0.0017159026,0.0015159803,0.0038345775,0.0056908093,0.0009402914903620122,0.0,0.13036352800953557,0.0012594458438287153,0.0009029345372460499,0.003340953050817659,0.002304147465437788,0.0006029544769369913,0.0010221682744521816,0.0014457831325301205,0.0023014959723820483
16860946,LSR,NM_205834 ,125.42841284389976,155.46800158195992,1.239495884998924,0.01224866782613272,0.3097534818308471,up_in_suicide,LSR,LSR,Lsr,LSR,Endothelial,Endothelial,6.397278785705566,6.736227323042936e-266,0.0058536804,0.01039613,0.4575257,0.037205998,0.004185863,0.0064390833,0.045279644,0.006704809,0.0070963916,0.010595981,0.0011058429,0.00305594734367654,0.004166666666666667,0.25893921334923753,0.01889168765743073,0.0021283456949371176,0.00331583310306715,0.026497695852534548,0.003416742035976281,0.004024787580655461,0.005783132530120482,0.0005753739930955121
16925602,ERG,NM_001243428 ,84.72222964394798,101.90810936426628,1.2028497100766036,0.012583598542221406,0.2664563964025607,up_in_suicide,ERG,ERG,Erg,ERG,Endothelial,Endothelial,6.982048034667969,4.4620679428423315e-275,0.001209002,0.008602516,0.485765,0.0035669105,0.0026298666,0.005365027,0.021451754,0.0042604916,0.005348675,0.009814363,0.008420978,0.0004701457451810061,0.0034722222222222225,0.26206793802146666,0.0025188916876574307,0.0012899064817800715,0.0024617548795498505,0.009216589861751152,0.0018088634308109739,0.0028748482718967583,0.0048192771084337345,0.0034522439585730727
16921428,SOX18,NM_018419 ,83.12294568819009,112.49479529704908,1.353354291834632,0.013655387281330674,0.43653956892458506,up_in_suicide,SOX18,SOX18,Sox18,SOX18,Endothelial,Endothelial,7.126787185668945,1.2680699539605979e-250,0.002772599,0.0053143483,0.4652521,0.0033195477,0.0017142972,0.0049278094,0.011759124,0.003128969,0.004898438,0.008087083,0.005688216,0.0014104372355430183,0.0020833333333333333,0.2498510131108577,0.0012594458438287153,0.0007739438890680427,0.0023361551407973065,0.00576036866359447,0.0013064013666968144,0.0024915351689771908,0.003373493975903614,0.0023014959723820483
16791319,ADCY4,NM_001198568 ,81.55226713461332,99.43870174689167,1.219324799183747,0.015707874884787004,0.2860824768654405,up_in_suicide,ADCY4,ADCY4,Adcy4,ADCY4,Endothelial,Endothelial,6.324938774108887,7.1357400965737435e-50,0.0011894656,0.003817543,0.16893214,0.015808957,0.0008717681,0.0019046569,0.0047224127,0.0022894414,0.0015440152,0.020364882,0.0031105797,0.0007052186177715092,0.001388888888888889,0.11099523241954701,0.008816120906801006,0.00038697194453402126,0.0009043181190183131,0.004608294930875576,0.0011054165410511506,0.000894397240145659,0.01060240963855422,0.0011507479861910242
16802232,SMAD6,NR_027654 ,79.87647121204142,106.31187043861551,1.3309535189204622,0.01641024628060103,0.4124601886849143,up_in_suicide,SMAD6,SMAD6,Smad6,SMAD6,Endothelial,Endothelial;Astrocytes,4.136569023132324,5.334474780739233e-19,0.058538787,0.0018727342,0.107423924,0.07524302,0.0022922542,0.0025673108,0.0,0.007033876,0.0028977592,0.013149007,0.0,0.032204983544898876,0.0006944444444444445,0.07032181168057207,0.04408060453400502,0.0011609158336020643,0.0011555175965233993,0.0,0.004220681338558936,0.0016610234459847942,0.00674698795180723,0.0
16978354,EMCN,NM_016242 ,55.743594716325795,74.28614290650061,1.332639979257459,0.017240460423769546,0.41428708028201966,up_in_suicide,EMCN,EMCN,Emcn,EMCN,Endothelial,Endothelial;Pericytes,6.119529724121094,0.0,0.009185382,0.02112039,0.954517,0.1956467,0.007906685,0.015608558,0.036952525,0.014614956,0.013710351,0.34575662,0.007720505,0.004466384579219558,0.008333333333333333,0.42193087008346,0.0894206549118387,0.003547242824895192,0.007033585370142454,0.016129032258064516,0.006029544769369914,0.006771864818245714,0.17012048192771148,0.0028768699654775605
17047504,HSPB1,NM_001540 ,2675.493665175493,2087.7743807792954,0.7803323954580743,0.02107989912320684,-0.35783930023380833,down_in_suicide,HSPB1,HSPB1,Hspb1,HSPB1,Endothelial,Endothelial;Pericytes;Fibroblasts,5.904438018798828,0.0,0.055797547,0.10350089,2.143061,0.40818802,0.048254807,0.098562025,0.20259961,0.06704787,0.07280001,1.6436846,0.07072046,0.026093088857545806,0.03958333333333332,0.6914481525626267,0.17632241813602048,0.022315382134795177,0.04594438443567851,0.08294930875576031,0.02823836800321581,0.03641474477735903,0.5518072289156603,0.02646720368239357
16716371,CH25H,NM_003956 ,127.60346366921632,83.34796936154763,0.6531795216594491,0.02150703734461231,-0.6144485343360123,down_in_suicide,CH25H,CH25H,Ch25h,CH25H,Endothelial,Endothelial,5.15507698059082,0.013382385576724706,0.0013443418,0.0,0.033153996,0.007257657,0.00077097246,0.0003769575,0.018690556,0.0017419824,0.0005995551,0.0027445361,0.0,0.0004701457451810061,0.0,0.021603098927294385,0.005037783375314861,0.00038697194453402126,0.0002260795297545781,0.01152073732718894,0.000803939302582655,0.0003194275857663068,0.0014457831325301205,0.0
17076726,PLAT,NM_000930 ,277.6260171379629,333.77512702002167,1.2022472910172397,0.02161414921899728,0.2657336754418166,up_in_suicide,PLAT,PLAT,Plat,PLAT,Endothelial,Endothelial;Fibroblasts;Pericytes;Astrocytes,3.3669230937957764,7.41956502270466e-258,0.25467768,0.07561208,0.59414864,0.5338885,0.033881083,0.038663834,0.03628056,0.021554787,0.12461218,0.48277524,0.053828206,0.14127879642689214,0.029861111111111123,0.2923122765196816,0.23929471032745683,0.01683327958722989,0.0189404406038834,0.016129032258064516,0.009446286805346205,0.10055580399923637,0.24000000000000118,0.021288837744533957
16686060,SLC2A1,NM_006516 ,780.7228920114057,1009.8169222516028,1.2934383410354136,0.024003228631733296,0.37121128154281474,up_in_suicide,SLC2A1,SLC2A1,Slc2a1,SLC2A1,Endothelial,Endothelial;Oligodendrocytes,4.936738967895508,0.0,0.25123456,0.12743077,1.5964985,0.076695725,0.047721803,0.0789073,0.15859696,0.09354449,0.28666273,0.12866656,0.06658074,0.14833098260460723,0.04999999999999995,0.6026519666269808,0.03778337531486146,0.022702354079329197,0.04011655655756087,0.07949308755760365,0.05024620641141604,0.226410272791145,0.06457831325301187,0.027042577675489083
16806145,ATP10A,ENST00000356865 ,174.07062778621977,226.855120209077,1.3032360662689348,0.02429278356335857,0.3820984352401439,up_in_suicide,ATP10A,ATP10A,Atp10a,ATP10A,Endothelial,Endothelial,4.301860809326172,0.0,0.016436134,0.0291777,0.69736886,0.025869118,0.069879465,0.06968322,0.050952405,0.0147264395,0.014747557,0.07799283,0.010650027,0.00987306064880112,0.011111111111111108,0.33849821215734976,0.011335012594458436,0.03456949371170582,0.04107111457208014,0.02764976958525344,0.006431514420661242,0.0077301475755446394,0.04240963855421681,0.004027617951668585
16977868,ABCG2,NM_004827 ,262.4444722198306,392.6701358611816,1.4962027301998977,0.024425198234788534,0.5813056685666435,up_in_suicide,ABCG2,ABCG2,Abcg2,ABCG2,Endothelial,Endothelial,5.5970587730407715,0.0,0.01777824,0.02845442,1.157734,0.17158929,0.031433426,0.027883714,0.079453595,0.06932788,0.06659084,0.13574067,0.073948845,0.00893276915843911,0.011111111111111108,0.4865911799761954,0.09193954659949613,0.015607868429538825,0.012836293300509989,0.04147465437788018,0.03828760928549902,0.05443046061457956,0.07373493975903604,0.029344073647871134
17013851,MYCT1,NM_025107 ,76.98519907458487,103.38738140757614,1.3429514068985169,0.024470441747334096,0.4254071035033677,up_in_suicide,MYCT1,MYCT1,Myct1,MYCT1,Endothelial,Endothelial,7.146623611450195,3.698456821028251e-30,0.00048087144,0.0,0.13138063,0.0,0.0009429611,0.0013138398,0.01569801,0.0002413365,0.00029941613,0.00073231175,0.0,0.00023507287259050304,0.0,0.08536948748510126,0.0,0.0004514672686230248,0.0006279986937627174,0.0069124423963133645,0.00010049241282283188,0.0001277710343065227,0.00048192771084337347,0.0
17004198,FOXF2,NM_001452 ,122.11686758856216,158.1635357651189,1.2951817295052608,0.02822818193246147,0.3731545395038353,up_in_suicide,FOXF2,FOXF2,Foxf2,FOXF2,Endothelial,Endothelial;Pericytes,5.404856204986572,2.6090969437536074e-65,0.0021936116,0.0017761086,0.19377305,0.06666958,0.001791248,0.002353227,0.0070048845,0.002100381,0.0022869508,0.10070872,0.0031983675,0.0011753643629525152,0.0006944444444444445,0.12872467222884412,0.0415617128463476,0.0008384392131570463,0.0011303976487728907,0.003456221198156682,0.000803939302582655,0.0011499393087587041,0.05927710843373477,0.0011507479861910242
