"bulk_gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","ensemblID","gene_type","Class","MGI_Symbol"
"ENSG00000169100.13_PAR_Y",-0.16556432552467,-0.15603340946492,-0.562911981167747,0.57613470776552,0.896847653373092,-5.53081669788997,"SLC25A6","ENSG00000169100","protein_coding","InGen","SLC25A6"
"ENSG00000185624.14",0.0302010932430354,6.15819301121563,0.562875836332726,0.576159124781128,0.896847653373092,-5.53083493105792,"P4HB","ENSG00000185624","protein_coding","InGen","P4HB"
"ENSG00000167210.16",0.228479649266441,-1.70012184778595,0.562866730932819,0.576165275855363,0.896847653373092,-5.53083952407131,"LOXHD1","ENSG00000167210","protein_coding","InGen","LOXHD1"
"ENSG00000135373.12",0.10941168626307,0.384156288949109,0.562805224376841,0.576206826915279,0.896847653373092,-5.53087054774731,"EHF","ENSG00000135373","protein_coding","InGen","EHF"
"ENSG00000280852.2",-0.139496744234729,-0.24367878092824,-0.562748274219116,0.576245301178441,0.896847653373092,-5.53089927021489,"CTD-2319I12.10","ENSG00000280852","transcribed_processed_pseudogene","InGen","CTD-2319I12.10"
"ENSG00000236106.1",-0.28508229733351,-2.6759785397553,-0.56268556249393,0.576287669275587,0.896847653373092,-5.53093089518121,"AC010729.2","ENSG00000236106","lincRNA","InGen","AC010729.2"
"ENSG00000139263.11",-0.0661898946926331,3.11599218734111,-0.56259140099731,0.576351287713911,0.896847653373092,-5.53097837346679,"LRIG3","ENSG00000139263","protein_coding","InGen","LRIG3"
"ENSG00000113211.5",0.057576126477443,1.90716183984195,0.562588137295282,0.576353492833894,0.896847653373092,-5.53098001895634,"PCDHB6","ENSG00000113211","protein_coding","InGen","PCDHB6"
"ENSG00000198171.12",0.0291508223678972,4.61512104679468,0.562437058119904,0.576455573959862,0.896945165198676,-5.53105617958744,"DDRGK1","ENSG00000198171","protein_coding","InGen","DDRGK1"
"ENSG00000267385.1",0.114900615244086,-0.99357251653532,0.562277903957584,0.576563120706313,0.89702599561622,-5.53113638910747,"CTB-50L17.14","ENSG00000267385","protein_coding","InGen","CTB-50L17.14"
"ENSG00000202222.1",0.100175516679183,-1.30897427878698,0.562106516330305,0.576678945003918,0.89702599561622,-5.5312227389617,"Y_RNA","ENSG00000202222","misc_RNA","InGen","Y_RNA"
"ENSG00000270574.1",0.0823287302291225,0.323123732804062,0.561929945544531,0.576798283932928,0.89702599561622,-5.53131167310985,"RP11-171I2.2","ENSG00000270574","antisense","InGen","RP11-171I2.2"
"ENSG00000156466.9",0.115262266915269,-0.629174031315024,0.561927631161424,0.576799848235208,0.89702599561622,-5.53131283862211,"GDF6","ENSG00000156466","protein_coding","InGen","GDF6"
"ENSG00000280182.1",0.100398359021224,0.381703858970332,0.56186515397011,0.576842077638381,0.89702599561622,-5.53134430004948,"RP11-626G3.1","ENSG00000280182","TEC","InGen","RP11-626G3.1"
"ENSG00000085365.17",0.0265621344884608,7.31651544173724,0.561814699089585,0.576876182053315,0.89702599561622,-5.53136970492687,"SCAMP1","ENSG00000085365","protein_coding","InGen","SCAMP1"
"ENSG00000101773.17",0.0656014010074864,4.03084546021302,0.561785787145142,0.576895725202302,0.89702599561622,-5.53138426156201,"RBBP8","ENSG00000101773","protein_coding","InGen","RBBP8"
"ENSG00000203747.9",0.183485022711535,2.82512356685241,0.561766648238377,0.576908662402967,0.89702599561622,-5.53139389724544,"FCGR3A","ENSG00000203747","protein_coding","InGen","FCGR3A"
"ENSG00000232282.1",-0.095704985068679,-1.128908991626,-0.561753673020333,0.576917433255836,0.89702599561622,-5.53140042957112,"MTND1P32","ENSG00000232282","processed_pseudogene","InGen","MTND1P32"
"ENSG00000154764.5",-0.0834155278218462,2.24873154069776,-0.561751685993921,0.576918776430997,0.89702599561622,-5.53140142991912,"WNT7A","ENSG00000154764","protein_coding","InGen","WNT7A"
"ENSG00000169951.9",0.0407472062657996,2.26870138870128,0.561651044280177,0.5769868094483,0.89702599561622,-5.53145209239376,"ZNF764","ENSG00000169951","protein_coding","InGen","ZNF764"
"ENSG00000236869.1",0.0942044296229123,-0.750264445689688,0.561549842990211,0.577055224667988,0.89702599561622,-5.53150302753717,"RP11-944L7.4","ENSG00000236869","antisense","InGen","RP11-944L7.4"
"ENSG00000135333.13",-0.164690822169685,4.02126762233128,-0.561497851332473,0.57709037417919,0.89702599561622,-5.53152919169634,"EPHA7","ENSG00000135333","protein_coding","InGen","EPHA7"
"ENSG00000244968.6",-0.0341813298686406,2.94183801522444,-0.56147347746459,0.577106852749216,0.89702599561622,-5.53154145672228,"LIFR-AS1","ENSG00000244968","antisense","InGen","LIFR-AS1"
"ENSG00000130592.14",0.157886580818932,0.00157341168677339,0.561466733672142,0.577111412101113,0.89702599561622,-5.53154485013246,"LSP1","ENSG00000130592","protein_coding","InGen","LSP1"
"ENSG00000107104.18",0.038784363568215,6.51383184033943,0.561355927718068,0.577186328440844,0.89702599561622,-5.53160060084997,"KANK1","ENSG00000107104","protein_coding","InGen","KANK1"
"ENSG00000230869.1",0.228070119880025,-2.28975544335276,0.561314511134631,0.577214331568747,0.89702599561622,-5.53162143633504,"AGAP10P","ENSG00000230869","unprocessed_pseudogene","InGen","AGAP10P"
"ENSG00000196132.11",0.0514500971446265,4.93648459104319,0.561310460473731,0.577217070390592,0.89702599561622,-5.53162347402406,"MYT1","ENSG00000196132","protein_coding","InGen","MYT1"
"ENSG00000261226.1",-0.137451945790377,-0.699943889267385,-0.560982701895035,0.577438702651448,0.897191378462478,-5.5317883052861,"RP11-830F9.7","ENSG00000261226","sense_intronic","InGen","RP11-830F9.7"
"ENSG00000227606.2",-0.203909979439414,-1.82984941713114,-0.560956734124224,0.577456263976877,0.897191378462478,-5.531801360539,"AC005392.13","ENSG00000227606","lincRNA","InGen","AC005392.13"
"ENSG00000120029.12",0.018574783378257,5.10009987581615,0.560936568965427,0.577469901326274,0.897191378462478,-5.53181149812776,"C10orf76","ENSG00000120029","protein_coding","InGen","C10orf76"
"ENSG00000252496.1",-0.160345977547128,-1.5510498137975,-0.560894613211792,0.577498275780876,0.897191378462478,-5.5318325893066,"RNA5SP33","ENSG00000252496","rRNA","InGen","RNA5SP33"
"ENSG00000188785.11",0.0254536780562011,4.15553007733023,0.560861569349322,0.577520623647318,0.897191378462478,-5.53184919937892,"ZNF548","ENSG00000188785","protein_coding","InGen","ZNF548"
"ENSG00000203684.5",0.127566967116656,-1.23723329010908,0.560787075798155,0.577571005858395,0.897206384939881,-5.53188664132119,"IBA57-AS1","ENSG00000203684","lincRNA","InGen","IBA57-AS1"
"ENSG00000115486.11",0.0289497443800402,4.49267604724015,0.560637758012198,0.577672000359826,0.897206384939881,-5.53196167665783,"GGCX","ENSG00000115486","protein_coding","InGen","GGCX"
"ENSG00000204118.1",-0.0751590007611706,0.0696888236588713,-0.560539701580989,0.577738327736055,0.897206384939881,-5.53201094137201,"NAP1L6","ENSG00000204118","protein_coding","InGen","NAP1L6"
"ENSG00000231906.1",-0.171052377377498,-0.929977131610704,-0.560481139280443,0.577777942238051,0.897206384939881,-5.53204035971657,"RP11-541M12.3","ENSG00000231906","processed_pseudogene","InGen","RP11-541M12.3"
"ENSG00000228721.1",0.128844925047837,-1.7151335547744,0.560429436834616,0.577812917483568,0.897206384939881,-5.53206632954583,"AC016909.2","ENSG00000228721","processed_pseudogene","InGen","AC016909.2"
"ENSG00000099942.12",-0.0228929256663869,6.94910111772652,-0.560349906360452,0.577866719611644,0.897206384939881,-5.5321062726187,"CRKL","ENSG00000099942","protein_coding","InGen","CRKL"
"ENSG00000171729.13",-0.0629345907783121,1.28218633904414,-0.560287781428415,0.577908748634399,0.897206384939881,-5.5321374701146,"TMEM51","ENSG00000171729","protein_coding","InGen","TMEM51"
"ENSG00000261305.1",0.17490556127096,-2.35055452643529,0.560269890950727,0.577920852251511,0.897206384939881,-5.53214645360667,"RP4-584D14.7","ENSG00000261305","sense_overlapping","InGen","RP4-584D14.7"
"ENSG00000196236.12",0.0302027546069436,4.99966206433686,0.560244252525767,0.57793819787652,0.897206384939881,-5.53215932714617,"XPNPEP3","ENSG00000196236","protein_coding","InGen","XPNPEP3"
"ENSG00000278206.1",0.0933047025943785,-1.04561259709207,0.560194205886948,0.577972057557802,0.897206384939881,-5.53218445484028,"RP1-20N2.8","ENSG00000278206","processed_transcript","InGen","RP1-20N2.8"
"ENSG00000241395.3",0.130046330594899,-0.863306246456143,0.560143566287768,0.578006319393916,0.897206384939881,-5.5322098779998,"RN7SL344P","ENSG00000241395","misc_RNA","InGen","RN7SL344P"
"ENSG00000198000.11",-0.0277195439511721,4.76126305631277,-0.560118734904294,0.578023120218677,0.897206384939881,-5.53222234354708,"NOL8","ENSG00000198000","protein_coding","InGen","NOL8"
"ENSG00000132478.9",-0.026137790837837,4.40456618820665,-0.560089593521191,0.578042837475989,0.897206384939881,-5.53223697205312,"UNK","ENSG00000132478","protein_coding","InGen","UNK"
"ENSG00000141441.15",-0.0425640910217825,5.49997023449423,-0.559935117203004,0.578147362651052,0.89725667131467,-5.53231450415749,"GAREM1","ENSG00000141441","protein_coding","InGen","GAREM1"
"ENSG00000179021.9",-0.0255840094946205,4.4919529013329,-0.559850620136754,0.578204540800792,0.89725667131467,-5.53235690455933,"C3orf38","ENSG00000179021","protein_coding","InGen","C3orf38"
"ENSG00000266145.1",-0.0766418309552391,0.313422861571966,-0.559837625007797,0.57821333469189,0.89725667131467,-5.53236342492084,"RHOT1P1","ENSG00000266145","processed_pseudogene","InGen","RHOT1P1"
"ENSG00000225964.5",-0.128856525365918,-0.882660428806746,-0.559808634082767,0.578232953279558,0.89725667131467,-5.53237797070391,"NRIR","ENSG00000225964","antisense","InGen","NRIR"
"ENSG00000131771.13",0.111601827086469,6.41384240254361,0.559432503718188,0.578487515531559,0.89750372817297,-5.53256662146073,"PPP1R1B","ENSG00000131771","protein_coding","InGen","PPP1R1B"
"ENSG00000107566.13",-0.0325941000754701,3.61767254847993,-0.559291561667049,0.578582918067395,0.89750372817297,-5.53263727972848,"ERLIN1","ENSG00000107566","protein_coding","InGen","ERLIN1"
"ENSG00000131187.9",0.235767626054595,-1.92385547620966,0.559171031144174,0.57866451025598,0.89750372817297,-5.53269769119813,"F12","ENSG00000131187","protein_coding","InGen","F12"
"ENSG00000089234.15",-0.0181992348045403,4.75634366346399,-0.559103050102308,0.578710531947442,0.89750372817297,-5.53273175852348,"BRAP","ENSG00000089234","protein_coding","InGen","BRAP"
"ENSG00000203965.12",-0.0407940396928557,4.27724308580946,-0.559073807633191,0.578730329010817,0.89750372817297,-5.53274641154043,"EFCAB7","ENSG00000203965","protein_coding","InGen","EFCAB7"
"ENSG00000240875.5",0.0890040143843188,1.34825814002578,0.559072729659661,0.578731058801919,0.89750372817297,-5.53274695168437,"LINC00886","ENSG00000240875","lincRNA","InGen","LINC00886"
"ENSG00000142599.17",-0.025116325078482,7.320401869403,-0.559015286889639,0.578769948363549,0.89750372817297,-5.53277573324783,"RERE","ENSG00000142599","protein_coding","InGen","RERE"
"ENSG00000159921.14",0.0253867076085418,5.26243352134587,0.558934686518776,0.578824518081658,0.89750372817297,-5.5328161129587,"GNE","ENSG00000159921","protein_coding","InGen","GNE"
"ENSG00000158747.13",-0.0620085236220315,3.39185346484506,-0.558835997193244,0.578891338151241,0.89750372817297,-5.53286554718076,"NBL1","ENSG00000158747","protein_coding","InGen","NBL1"
"ENSG00000102683.7",0.233103890518849,-2.19208482198866,0.558793668052741,0.578919999297234,0.89750372817297,-5.53288674752809,"SGCG","ENSG00000102683","protein_coding","InGen","SGCG"
"ENSG00000167695.14",-0.0695341378028873,2.02895165742382,-0.558616987627442,0.579039637392777,0.89750372817297,-5.5329752199848,"FAM57A","ENSG00000167695","protein_coding","InGen","FAM57A"
"ENSG00000182093.14",-0.031095387772477,5.66586083622693,-0.558573401113579,0.579069153582547,0.89750372817297,-5.53299704162607,"WRB","ENSG00000182093","protein_coding","InGen","WRB"
"ENSG00000184730.10",0.140564447276469,-0.0918160242556983,0.558557941358075,0.579079622892201,0.89750372817297,-5.53300478116837,"APOBR","ENSG00000184730","protein_coding","InGen","APOBR"
"ENSG00000275294.4",0.0740504741459683,-0.285571821769041,0.558524315707912,0.579102394419146,0.89750372817297,-5.53302161428536,"RP11-428O18.6","ENSG00000275294","lincRNA","InGen","RP11-428O18.6"
"ENSG00000197566.9",-0.0273344299049633,3.50182812829104,-0.558481318591196,0.579131513001203,0.89750372817297,-5.53304313733602,"ZNF624","ENSG00000197566","protein_coding","InGen","ZNF624"
"ENSG00000107443.15",-0.0403538301234529,2.30606992295441,-0.55848093598267,0.579131772115197,0.89750372817297,-5.53304332885089,"CCNJ","ENSG00000107443","protein_coding","InGen","CCNJ"
"ENSG00000119862.12",0.0318964253360072,4.18992355542323,0.55846455750636,0.57914286416432,0.89750372817297,-5.53305152698365,"LGALSL","ENSG00000119862","protein_coding","InGen","LGALSL"
"ENSG00000203952.9",0.0651292617240617,1.80297548867644,0.558388988832372,0.57919404311756,0.89750372817297,-5.53308934929091,"CCDC160","ENSG00000203952","protein_coding","InGen","CCDC160"
"ENSG00000070669.16",-0.0375653231478084,5.81966557556474,-0.558376352193506,0.579202601506525,0.89750372817297,-5.53309567346749,"ASNS","ENSG00000070669","protein_coding","InGen","ASNS"
"ENSG00000114923.16",-0.0375376174566027,6.51394906204942,-0.558273148599449,0.579272500273486,0.89750372817297,-5.53314731782028,"SLC4A3","ENSG00000114923","protein_coding","InGen","SLC4A3"
"ENSG00000201700.3",0.0825027584114122,0.790120974933323,0.558269768541962,0.579274789621869,0.89750372817297,-5.53314900908368,"SNORD113-3","ENSG00000201700","snoRNA","InGen","SNORD113-3"
"ENSG00000186300.11",0.0289955096180838,4.63458234350403,0.558136027337473,0.579365377458945,0.89750372817297,-5.53321592043942,"ZNF555","ENSG00000186300","protein_coding","InGen","ZNF555"
"ENSG00000133619.17",-0.0305801139070146,4.13949367979135,-0.55812137363965,0.579375303364448,0.89750372817297,-5.53322325079323,"KRBA1","ENSG00000133619","protein_coding","InGen","KRBA1"
"ENSG00000279822.1",0.0918665018498906,0.307841521989253,0.558031768393698,0.579436000634356,0.89750372817297,-5.53326807072233,"RP11-541M12.6","ENSG00000279822","TEC","InGen","RP11-541M12.6"
"ENSG00000187024.13",0.0440000291577093,1.77826989616629,0.558002181391253,0.579456043108861,0.89750372817297,-5.53328286838045,"PTRH1","ENSG00000187024","protein_coding","InGen","PTRH1"
"ENSG00000188735.12",0.0342876485179696,4.43229218892278,0.557972018665221,0.579476475928686,0.89750372817297,-5.5332979531853,"TMEM120B","ENSG00000188735","protein_coding","InGen","TMEM120B"
"ENSG00000231362.1",-0.139281487084312,-1.0674226348739,-0.557959234899985,0.57948513600623,0.89750372817297,-5.5333043462842,"RP11-715I4.1","ENSG00000231362","processed_pseudogene","InGen","RP11-715I4.1"
"ENSG00000214765.8",-0.0297459871800897,4.08409656293603,-0.557942464756333,0.579496496662219,0.89750372817297,-5.53331273273268,"SEPT7P2","ENSG00000214765","transcribed_unprocessed_pseudogene","InGen","SEPT7P2"
"ENSG00000163617.10",-0.0437843572417062,3.8897081757306,-0.557733159066948,0.57963829640429,0.89753088059352,-5.5334173818609,"CCDC191","ENSG00000163617","protein_coding","InGen","CCDC191"
"ENSG00000128872.9",-0.0308034908374537,9.33143231181882,-0.557717464361299,0.57964892987959,0.89753088059352,-5.53342522737544,"TMOD2","ENSG00000128872","protein_coding","InGen","TMOD2"
"ENSG00000188766.12",-0.0627525290752299,3.1186671369593,-0.557683363405085,0.579672034281243,0.89753088059352,-5.53344227310941,"SPRED3","ENSG00000188766","protein_coding","InGen","SPRED3"
"ENSG00000188596.10",-0.153306767130604,4.05413147778784,-0.557638197658198,0.579702636090383,0.89753088059352,-5.53346484811821,"CFAP54","ENSG00000188596","protein_coding","InGen","CFAP54"
"ENSG00000253463.1",-0.123295334041654,-1.46362428207602,-0.557586650328089,0.579737562662278,0.89753088059352,-5.53349061060561,"HMGB1P19","ENSG00000253463","processed_pseudogene","InGen","HMGB1P19"
"ENSG00000276174.1",-0.116085222794769,-1.05871571789614,-0.557507431526494,0.579791240388814,0.89753088059352,-5.5335301982532,"RP11-687E1.2","ENSG00000276174","sense_intronic","InGen","RP11-687E1.2"
"ENSG00000270704.3",-0.0613602460542517,4.09714619701934,-0.557430919867978,0.579843086070044,0.89753088059352,-5.53356842781016,"RP11-701H24.5","ENSG00000270704","sense_intronic","InGen","RP11-701H24.5"
"ENSG00000260658.5",-0.148051360105368,-0.190223151128136,-0.557392562837263,0.57986907833072,0.89753088059352,-5.53358759120864,"RP11-368L12.1","ENSG00000260658","lincRNA","InGen","RP11-368L12.1"
"ENSG00000059691.11",0.0305446965135449,4.65201845549991,0.557383365393147,0.579875310971114,0.89753088059352,-5.53359218611273,"GATB","ENSG00000059691","protein_coding","InGen","GATB"
"ENSG00000014914.19",0.0627932458394507,3.1306161896708,0.557334473049052,0.579908443371705,0.89753088059352,-5.53361661073454,"MTMR11","ENSG00000014914","protein_coding","InGen","MTMR11"
"ENSG00000243071.1",-0.0955069230028079,-0.849172913161264,-0.557222256185859,0.579984491748085,0.897587533611223,-5.53367266171944,"RP11-613M5.2","ENSG00000243071","processed_pseudogene","InGen","RP11-613M5.2"
"ENSG00000132326.11",-0.051097183788796,4.66486383231023,-0.557148163625814,0.580034706265172,0.897589710386924,-5.53370966397271,"PER2","ENSG00000132326","protein_coding","InGen","PER2"
"ENSG00000260781.1",0.149036586218711,-1.81832118368598,0.556914038272141,0.580193393122109,0.897589710386924,-5.53382655565726,"ARHGAP23P1","ENSG00000260781","transcribed_unprocessed_pseudogene","InGen","ARHGAP23P1"
"ENSG00000183137.14",0.02937137838015,3.91389092858576,0.556861626823329,0.580228919737186,0.897589710386924,-5.53385271647017,"CEP57L1","ENSG00000183137","protein_coding","InGen","CEP57L1"
"ENSG00000117643.14",-0.0778550905217585,4.99272054777834,-0.556838559053138,0.580244556344873,0.897589710386924,-5.53386422981942,"MAN1C1","ENSG00000117643","protein_coding","InGen","MAN1C1"
"ENSG00000246777.1",0.187811038460664,-1.94151340152971,0.55683105131819,0.5802496455459,0.897589710386924,-5.53386797690181,"RP11-61A14.4","ENSG00000246777","lincRNA","InGen","RP11-61A14.4"
"ENSG00000258498.7",0.142954976642365,-0.637893907862856,0.556821684596795,0.580255994911675,0.897589710386924,-5.53387265172757,"DIO3OS","ENSG00000258498","lincRNA","InGen","DIO3OS"
"ENSG00000230461.8",-0.0765227957028557,2.99627381091495,-0.556812815596088,0.580262006921341,0.897589710386924,-5.53387707807507,"PROX1-AS1","ENSG00000230461","processed_transcript","InGen","PROX1-AS1"
"ENSG00000258704.6",-0.0410691058866105,1.2989975166128,-0.556572302453227,0.580425054508733,0.897630575530273,-5.53399708706196,"SRP54-AS1","ENSG00000258704","transcribed_unitary_pseudogene","InGen","SRP54-AS1"
"ENSG00000113552.15",-0.0317680020571301,4.47255048031835,-0.556520593232603,0.580460111882998,0.897630575530273,-5.53402288176853,"GNPDA1","ENSG00000113552","protein_coding","InGen","GNPDA1"
"ENSG00000264229.1",-0.141839446175846,-0.642765574175956,-0.556334195158401,0.580586492945089,0.897630575530273,-5.53411584526476,"RNU4ATAC","ENSG00000264229","snRNA","InGen","RNU4ATAC"
"ENSG00000229828.2",-0.1929837857296,-1.24516523087542,-0.556083202091231,0.580756691514057,0.897630575530273,-5.53424097614142,"PDE4DIPP1","ENSG00000229828","unprocessed_pseudogene","InGen","PDE4DIPP1"
"ENSG00000133275.15",-0.029057281310139,4.95288059230617,-0.556076750351896,0.580761066760597,0.897630575530273,-5.53424419187827,"CSNK1G2","ENSG00000133275","protein_coding","InGen","CSNK1G2"
"ENSG00000275481.1",-0.0646380437859846,1.15764462559702,-0.55605655341378,0.580774763415593,0.897630575530273,-5.53425425838918,"RP11-474P2.6","ENSG00000275481","lincRNA","InGen","RP11-474P2.6"
"ENSG00000139597.17",0.0319099204411329,4.28687032354266,0.555986037172841,0.580822585581902,0.897630575530273,-5.53428940210438,"N4BP2L1","ENSG00000139597","protein_coding","InGen","N4BP2L1"
"ENSG00000065243.19",-0.0173969127134376,5.83241668722351,-0.555985001380467,0.580823288041845,0.897630575530273,-5.53428991828737,"PKN2","ENSG00000065243","protein_coding","InGen","PKN2"
"ENSG00000148950.9",0.0369446750748668,2.92632821216121,0.55594598220418,0.580849750601999,0.897630575530273,-5.53430936264738,"IMMP1L","ENSG00000148950","protein_coding","InGen","IMMP1L"
"ENSG00000269190.5",-0.0482790682329476,2.38295089449817,-0.55594111431256,0.58085305201636,0.897630575530273,-5.5343117883612,"FBXO17","ENSG00000269190","protein_coding","InGen","FBXO17"
"ENSG00000237646.1",-0.0868675155002739,-0.255730765718858,-0.555933729727418,0.58085806027488,0.897630575530273,-5.53431546812589,"HLCS-IT1","ENSG00000237646","sense_intronic","InGen","HLCS-IT1"
"ENSG00000197265.8",0.0296742193505973,3.42695356078683,0.555902255684641,0.580879406344696,0.897630575530273,-5.53433115121158,"GTF2E2","ENSG00000197265","protein_coding","InGen","GTF2E2"
"ENSG00000140488.15",-0.158017897301654,-0.592604581901802,-0.555876118033643,0.580897133498155,0.897630575530273,-5.53434417458098,"CELF6","ENSG00000140488","protein_coding","InGen","CELF6"
"ENSG00000158079.14",0.0550258663366721,5.34360080860886,0.555855579457621,0.580911063414064,0.897630575530273,-5.53435440772681,"PTPDC1","ENSG00000158079","protein_coding","InGen","PTPDC1"
"ENSG00000088827.12",-0.172870624556015,0.835439509028643,-0.555812985679902,0.58093995238387,0.897630575530273,-5.53437562847467,"SIGLEC1","ENSG00000088827","protein_coding","InGen","SIGLEC1"
"ENSG00000269044.2",0.0347593563552381,2.79301304820708,0.555803335412252,0.580946497715414,0.897630575530273,-5.53438043613489,"CTC-429P9.3","ENSG00000269044","sense_intronic","InGen","CTC-429P9.3"
"ENSG00000173846.12",0.0776464062772237,2.43387588743633,0.55578082420951,0.580961766164606,0.897630575530273,-5.53439165065575,"PLK3","ENSG00000173846","protein_coding","InGen","PLK3"
"ENSG00000180638.17",-0.356443776860434,0.992650402711576,-0.555674193486806,0.581034092155299,0.897630575530273,-5.53444476534482,"SLC47A2","ENSG00000180638","protein_coding","InGen","SLC47A2"
"ENSG00000226939.1",-0.196040294054242,-1.68085842508639,-0.555668584580358,0.581037896711238,0.897630575530273,-5.53444755896435,"AC062021.1","ENSG00000226939","lincRNA","InGen","AC062021.1"
"ENSG00000185860.13",-0.148627131546434,0.931804506762199,-0.555500895003386,0.581151647143815,0.897697740018371,-5.5345310670211,"CCDC190","ENSG00000185860","protein_coding","InGen","CCDC190"
"ENSG00000106554.11",-0.0216792067887742,4.5886129563216,-0.555488183815733,0.581160270080446,0.897697740018371,-5.53453739607709,"CHCHD3","ENSG00000106554","protein_coding","InGen","CHCHD3"
"ENSG00000117616.17",0.0427967173642031,5.77385724369568,0.555372123165175,0.581239005441051,0.897737638448534,-5.53459517749444,"RSRP1","ENSG00000117616","protein_coding","InGen","RSRP1"
"ENSG00000170348.8",0.0339087913554852,7.05380638916319,0.555252921296714,0.581319877158178,0.897737638448534,-5.5346545103961,"TMED10","ENSG00000170348","protein_coding","InGen","TMED10"
"ENSG00000122035.6",-0.093308252667051,2.10802988950216,-0.555232535853346,0.58133370807078,0.897737638448534,-5.5346646560229,"RASL11A","ENSG00000122035","protein_coding","InGen","RASL11A"
"ENSG00000115827.13",-0.0239506482701675,4.99609860512425,-0.555025327752387,0.58147430156974,0.897737638448534,-5.53476776054468,"DCAF17","ENSG00000115827","protein_coding","InGen","DCAF17"
"ENSG00000225706.1",0.0883693156506723,2.12136552469283,0.555010461903141,0.581484388880194,0.897737638448534,-5.53477515617299,"PTPRD-AS1","ENSG00000225706","lincRNA","InGen","PTPRD-AS1"
"ENSG00000279474.1",0.10020150334095,-1.3401849088531,0.554911497361415,0.581551544010613,0.897737638448534,-5.53482438517948,"CTD-2286N8.1","ENSG00000279474","TEC","InGen","CTD-2286N8.1"
"ENSG00000275004.3",-0.0445023961609981,3.84732039259262,-0.554801060880633,0.581626488159885,0.897737638448534,-5.53487931058146,"ZNF280B","ENSG00000275004","protein_coding","InGen","ZNF280B"
"ENSG00000221102.1",-0.197594797080967,-2.1808988578957,-0.554798166072192,0.581628452690752,0.897737638448534,-5.53488075016474,"SNORA11B","ENSG00000221102","snoRNA","InGen","SNORA11B"
"ENSG00000149256.15",-0.0400167633637441,6.98600769149376,-0.554774789812813,0.581644316857086,0.897737638448534,-5.53489237486727,"TENM4","ENSG00000149256","protein_coding","InGen","TENM4"
"ENSG00000241112.1",0.0769056760956446,0.174060433424116,0.55471508041488,0.581684839249959,0.897737638448534,-5.53492206536427,"RPL29P14","ENSG00000241112","processed_pseudogene","InGen","RPL29P14"
"ENSG00000227200.1",-0.0866339050855706,-0.381900993323265,-0.554679508785911,0.581708980946545,0.897737638448534,-5.53493975185885,"RP11-121A14.3","ENSG00000227200","sense_intronic","InGen","RP11-121A14.3"
"ENSG00000153485.5",-0.0401473572341669,1.92749803955721,-0.55466532348405,0.58171860833943,0.897737638448534,-5.53494680459106,"TMEM251","ENSG00000153485","protein_coding","InGen","TMEM251"
"ENSG00000153944.10",0.0634675856102052,7.47574725549044,0.554645232920829,0.581732243693295,0.897737638448534,-5.5349567930318,"MSI2","ENSG00000153944","protein_coding","InGen","MSI2"
"ENSG00000134294.13",0.0559030172809469,7.43295889695819,0.554636150134233,0.581738408180791,0.897737638448534,-5.53496130861073,"SLC38A2","ENSG00000134294","protein_coding","InGen","SLC38A2"
"ENSG00000130340.15",-0.0248104697712433,5.5139284367626,-0.554487637301904,0.581839208312475,0.89783230652734,-5.53503513259624,"SNX9","ENSG00000130340","protein_coding","InGen","SNX9"
"ENSG00000264112.1",0.0386629030849522,4.17687646796036,0.554351905748438,0.581931340770424,0.897906367861137,-5.53510258611439,"RP11-159D12.2","ENSG00000264112","lincRNA","InGen","RP11-159D12.2"
"ENSG00000140795.12",-0.328978433623114,0.37753453900127,-0.554300671381883,0.581966119686408,0.897906367861137,-5.53512804345136,"MYLK3","ENSG00000140795","protein_coding","InGen","MYLK3"
"ENSG00000215861.5",-0.0636407862420659,5.05840030167953,-0.55419408331601,0.582038477014617,0.897957124267432,-5.53518099750827,"WI2-1896O14.1","ENSG00000215861","unprocessed_pseudogene","InGen","WI2-1896O14.1"
"ENSG00000262222.1",0.135111880742992,-1.41131432782013,0.553744417245545,0.58234378063539,0.898262231420117,-5.53540428577562,"RP11-876N24.4","ENSG00000262222","antisense","InGen","RP11-876N24.4"
"ENSG00000127419.16",-0.0260020844833344,4.20185523474676,-0.553622658205672,0.582426462976937,0.898262231420117,-5.53546471627078,"TMEM175","ENSG00000127419","protein_coding","InGen","TMEM175"
"ENSG00000255248.7",-0.0397998597061291,6.33838789399981,-0.553579831382961,0.582455546531284,0.898262231420117,-5.53548596863068,"MIR100HG","ENSG00000255248","processed_transcript","InGen","MIR100HG"
"ENSG00000228716.6",0.063165815878077,4.65214633373657,0.553568482604313,0.582463253566754,0.898262231420117,-5.53549160007098,"DHFR","ENSG00000228716","protein_coding","InGen","DHFR"
"ENSG00000087237.10",0.221540212058552,-1.71691354532226,0.553516987254066,0.582498225038692,0.898262231420117,-5.53551715143416,"CETP","ENSG00000087237","protein_coding","InGen","CETP"
"ENSG00000105755.7",0.0509209205108161,2.61783622845407,0.553455197170868,0.582540189194307,0.898262231420117,-5.53554780782541,"ETHE1","ENSG00000105755","protein_coding","InGen","ETHE1"
"ENSG00000204767.3",-0.064453571092375,2.92529989716298,-0.553435820115553,0.582553349239601,0.898262231420117,-5.53555742081869,"FAM196B","ENSG00000204767","protein_coding","InGen","FAM196B"
