,names,avg_logFC,ct,pheno
7084,Srxn1,0.4194964737616361,MHb,tst
1856,D8Ertd738e,0.11645869479477217,MHb,tst
2281,Eif3c,0.017684721425946473,MHb,tst
3820,Klf8,0.5157395641205674,MHb,tst
596,Arf1,0.0235254208259729,MHb,tst
5140,Pank3,0.1381296720884383,MHb,tst
2959,Gm19412,0.37519741260309714,MHb,tst
131,4930444P10Rik,1.1146717832834225,MHb,tst
5537,Pomc,0.6357014949750356,MHb,tst
2482,Fam118a,0.5211331304511279,MHb,tst
6402,Rwdd2a,0.48137176799209774,MHb,tst
983,Bnip3l,0.10460727480591449,MHb,tst
113,3110040N11Rik,0.6788655796906475,MHb,tst
6138,Rita1,0.5419763383501441,MHb,tst
8318,Ythdf2,-0.015717189076694664,MHb,tst
4326,Mgat1,0.4825687005394642,MHb,tst
4078,Lyst,0.22786341098549148,MHb,tst
1586,Cntn3,0.16557561657837444,MHb,tst
1722,Crem,0.4251780463448276,MHb,tst
4653,Nadk,0.3926273760203785,MHb,tst
111,3110002H16Rik,0.6335862233114515,MHb,tst
4882,Nos1,0.4673663998795621,MHb,tst
3798,Kif2a,0.1654362562339181,MHb,tst
2052,Dnajb2,-0.19585976262699634,MHb,tst
7571,Tmem242,0.042761399068272324,MHb,tst
5463,Plppr4,0.14509440999301146,MHb,tst
8371,Zdhhc20,-0.06183438319430989,MHb,tst
297,Acot9,0.4443260896962963,MHb,tst
3026,Gm30054,1.310389592054896,MHb,tst
1589,Cntnap1,0.15641988288448072,MHb,tst
4710,Ncstn,0.6655235060007441,MHb,tst
4803,Nfia,-0.7200912525595238,MHb,tst
6150,Rnd2,-0.04065291236064704,MHb,tst
1823,Cyb5r3,0.07507474409312868,MHb,tst
2193,E4f1,0.9011972051883624,MHb,tst
8417,Zfp287,0.6185858493283581,MHb,tst
2239,Efl1,0.3056965327194621,MHb,tst
3858,Kpna6,0.38266991981668536,MHb,tst
8516,Zfp90,0.5850322261206897,MHb,tst
1842,D130017N08Rik,0.1283234993436408,MHb,tst
4830,Nipa1,-0.0024253461250368143,MHb,tst
2808,Gamt,0.023392672673943276,MHb,tst
1780,Ctnnbip1,0.15026565407963935,MHb,tst
1728,Crlf3,0.3442084390304397,MHb,tst
6467,Scg2,0.09489175763099811,MHb,tst
848,B230219D22Rik,0.06855836877816993,MHb,tst
3025,Gm2990,0.46117131292536756,MHb,tst
2645,Fech,0.14942822941228562,MHb,tst
6347,Rrp1,0.11561308996786389,MHb,tst
5526,Polr2m,-0.038000202567925516,MHb,tst
4251,Mecr,0.46609928719364596,MHb,tst
2658,Fgf13,0.04122147659075227,MHb,tst
4003,Lrrc29,1.068565672247446,MHb,tst
1905,Dcp1b,0.4674827068690702,MHb,tst
170,6720427I07Rik,0.6579618717351597,MHb,tst
2884,Glb1,0.35024950620952383,MHb,tst
7403,Tfb2m,0.5676568326877621,MHb,tst
3716,Katnal1,0.06720401356412968,MHb,tst
3616,Ints4,0.49655050343129775,MHb,tst
646,Arl1,-0.07968480005456073,MHb,tst
6947,Snx8,0.4230387074875717,MHb,tst
114,3110043O21Rik,0.4163020874030593,MHb,tst
1916,Dcun1d3,0.4971808282407053,MHb,tst
8084,Usp39,0.5838426494128933,MHb,tst
1979,Dgat1,0.372430175402153,MHb,tst
5630,Ppp3ca,-0.008699107398265385,MHb,tst
7153,Stk4,0.1474344054835846,MHb,tst
4572,Mthfsl,0.21153575249358353,MHb,tst
4975,Nucb1,0.04748600254335618,MHb,tst
1138,Capza2,0.06348605108550984,MHb,tst
7894,Txn1,0.13029099356695045,MHb,tst
128,4930419G24Rik,0.6055686700193573,MHb,tst
974,Bmp7,0.3518924894143411,MHb,tst
2428,Etfdh,0.6013643046744186,MHb,tst
5919,Rab9b,0.3401621059961225,MHb,tst
1714,Creb5,-1.6137552693203883,MHb,tst
8138,Vopp1,0.6181946344444444,MHb,tst
3253,Grk3,0.11791331064000311,MHb,tst
8374,Zdhhc5,0.45998991389428684,MHb,tst
703,Ascl4,-0.09520740443110039,MHb,tst
8591,Zswim1,0.6839457962140078,MHb,tst
6441,Saxo2,0.3215596230494741,MHb,tst
7713,Trap1,0.24087389313143748,MHb,tst
5913,Rab5c,-0.11420712362843237,MHb,tst
1449,Chmp4b,0.10582108847574336,MHb,tst
4876,Nop10,0.18741208104773083,MHb,tst
5092,Otud5,0.2866117207450098,MHb,tst
6459,Scap,0.44007834726880873,MHb,tst
1482,Cipc,0.01600016184289269,MHb,tst
5052,Olig1,-0.929828174750295,MHb,tst
7225,Svip,-0.10849801280078912,MHb,tst
5467,Plvap,0.5860300259952607,MHb,tst
6364,Rsph9,0.2604882025564994,MHb,tst
5262,Pdss1,0.38089629925494073,MHb,tst
3446,Hnrnpd,0.013907115017190984,MHb,tst
3806,Kifap3,0.14377520999406881,MHb,tst
2783,Gabbr1,0.19364045091808468,MHb,tst
4566,Mtg2,0.5291348402255639,MHb,tst
7067,Srrd,0.6369765312034837,MHb,tst
8557,Zmat1,0.33232314451881184,MHb,tst
247,Abcg4,0.5585560258161648,MHb,tst
2452,Exosc5,0.14737091426382387,MHb,tst
7252,Syt3,0.7698033275307662,MHb,tst
8501,Zfp788,0.32518983190517725,MHb,tst
3034,Gm36146,1.3018852073556353,MHb,tst
4575,Mtm1,0.4135452710681546,MHb,tst
1,2900097C17Rik,-1.184380431016,Microglia,resilient
862,Prkg1,-2.79125818332,Microglia,resilient
802,Pcsk2,-2.57211841256,Microglia,resilient
804,Pde1a,-2.1519533689799997,Microglia,resilient
805,Pde4b,-3.21270302844,Microglia,resilient
806,Pde4d,-2.14790924314,Microglia,resilient
812,Peg3,-1.63819529554,Microglia,resilient
813,Pex5l,-2.1475900694,Microglia,resilient
815,Pfn1,0.81608936614,Microglia,resilient
821,Phlpp1,-2.35697963436,Microglia,resilient
823,Pik3r1,-1.66016159282,Microglia,resilient
825,Pja2,-1.6183977536799998,Microglia,resilient
829,Plcl1,-1.8953270358599998,Microglia,resilient
834,Plp1,-2.13751798408,Microglia,resilient
836,Plxdc2,-1.1209032851660001,Microglia,resilient
840,Pnrc1,-1.114382520086,Microglia,resilient
843,Ppfia2,-2.4523798768000002,Microglia,resilient
844,Ppia,0.50512289608,Microglia,resilient
850,Ppp1r15a,-1.61779446648,Microglia,resilient
853,Ppp2r2b,-2.50255231136,Microglia,resilient
855,Ppp3ca,-1.28625185564,Microglia,resilient
801,Pcsk1n,-1.4431413821399999,Microglia,resilient
800,Pcp4,-1.82051301314,Microglia,resilient
797,Pclo,-2.18156631528,Microglia,resilient
771,Olfm1,-1.6355546864,Microglia,resilient
749,Nrp2,-1.85111340232,Microglia,resilient
750,Nrxn1,-2.4164025110800003,Microglia,resilient
752,Nrxn3,-2.55278038814,Microglia,resilient
758,Nsg2,-1.70944497242,Microglia,resilient
759,Ntm,-2.29977211958,Microglia,resilient
766,Numb,-1.5463375955,Microglia,resilient
767,Nwd2,-2.63472330754,Microglia,resilient
768,Nxph1,-3.05892397582,Microglia,resilient
773,Olfml3,1.1910510451079999,Microglia,resilient
796,Pcdh9,-3.15199775624,Microglia,resilient
774,Opcml,-2.60563959044,Microglia,resilient
779,Oxr1,-1.48214021332,Microglia,resilient
783,Pafah1b1,-1.25063699147,Microglia,resilient
787,Pam,-2.7495236391,Microglia,resilient
790,Park2,-2.20719108658,Microglia,resilient
791,Pbx1,-2.32257843722,Microglia,resilient
792,Pbx3,-1.77687526092,Microglia,resilient
795,Pcdh15,-3.0752757377999997,Microglia,resilient
860,Prkcb,-1.249048836152,Microglia,resilient
863,Prnp,-1.49069618412,Microglia,resilient
746,Nrg3,-3.3777732914400005,Microglia,resilient
869,Psip1,-1.263493775364,Microglia,resilient
932,Rhob,-1.2679250522,Microglia,resilient
933,Rims1,-2.3724065250799997,Microglia,resilient
934,Rims2,-2.23354278842,Microglia,resilient
935,Rit2,-2.25937143496,Microglia,resilient
937,Rnase4,1.099870581338,Microglia,resilient
942,Rnf220,-2.05741655726,Microglia,resilient
943,Robo1,-3.1511908128800004,Microglia,resilient
946,Rora,-1.7915726445200002,Microglia,resilient
930,Rgs6,-2.36701958526,Microglia,resilient
929,Rgs10,1.127985142582,Microglia,resilient
927,Rere,-1.58359531326,Microglia,resilient
903,Rabgap1l,-1.66430433432,Microglia,resilient
872,Ptgds,-1.6399440590999999,Microglia,resilient
875,Ptma,-0.62490108492,Microglia,resilient
877,Ptn,-1.91855318738,Microglia,resilient
881,Ptprd,-3.07971728854,Microglia,resilient
882,Ptprj,-1.76915516852,Microglia,resilient
884,Ptprn2,-2.1038717667799998,Microglia,resilient
885,Ptprr,-3.4533914917599997,Microglia,resilient
887,Ptprz1,-1.59969872682,Microglia,resilient
906,Rack1,1.23077689658,Microglia,resilient
925,Rcan2,-1.85261321312,Microglia,resilient
908,Ralyl,-2.93993962874,Microglia,resilient
909,Rap1gap,-1.99608731676,Microglia,resilient
910,Rapgef4,-2.29412697474,Microglia,resilient
913,Rasal2,-1.9756140667,Microglia,resilient
914,Rasgef1b,-1.6239514483000002,Microglia,resilient
917,Rbfox1,-2.27739948754,Microglia,resilient
922,Rbm39,-1.197326180878,Microglia,resilient
924,Rbms3,-1.95437215306,Microglia,resilient
748,Nrn1,-1.6422513516200001,Microglia,resilient
745,Nrg1,-2.87175294244,Microglia,resilient
555,Kidins220,-1.4844790905399998,Microglia,resilient
642,Mast4,-2.19058178984,Microglia,resilient
605,Lsamp,-3.0962539798,Microglia,resilient
607,Ltc4s,1.080485809176,Microglia,resilient
608,Luc7l2,-1.2741269697,Microglia,resilient
611,Luzp2,-2.10831015664,Microglia,resilient
612,Ly6e,1.31376842026,Microglia,resilient
613,Ly86,1.6110833333599999,Microglia,resilient
614,Lyz2,2.67509968526,Microglia,resilient
615,Macf1,-1.15654963525,Microglia,resilient
616,Macrod2,-3.1316660284599998,Microglia,resilient
618,Mag,-1.6912517364799997,Microglia,resilient
619,Magi1,-1.73373567368,Microglia,resilient
620,Magi2,-2.95090894432,Microglia,resilient
622,Mal,-2.5543894436800003,Microglia,resilient
623,Malat1,-2.48387913924,Microglia,resilient
624,Maml2,-1.5775403288,Microglia,resilient
629,Map1b,-1.6752263990799998,Microglia,resilient
630,Map2,-1.8610985513,Microglia,resilient
631,Map4,-1.114722588744,Microglia,resilient
634,Mapk10,-2.16533163346,Microglia,resilient
604,Lrrtm4,-2.99559491828,Microglia,resilient
603,Lrrc7,-2.60315929708,Microglia,resilient
602,Lrrc55,-1.7500234289,Microglia,resilient
584,Large1,-1.6426820320800002,Microglia,resilient
560,Kif21a,-1.6418198383399998,Microglia,resilient
565,Kirrel3,-2.74168599926,Microglia,resilient
566,Kitl,-1.59836798366,Microglia,resilient
569,Klf2,-1.6955893448,Microglia,resilient
570,Klf4,-1.96593623204,Microglia,resilient
571,Klf6,-1.73963146756,Microglia,resilient
582,Lamp1,0.733175675346,Microglia,resilient
583,Laptm5,1.5576261738400001,Microglia,resilient
585,Lcorl,-1.83698289802,Microglia,resilient
601,Lrrc4c,-2.80590506028,Microglia,resilient
587,Ldlrad4,-1.60765915088,Microglia,resilient
588,Lgmn,0.637607775468,Microglia,resilient
589,Lhfpl3,-3.17982196852,Microglia,resilient
591,Lingo2,-2.48702443194,Microglia,resilient
593,Lncpint,-1.8828365482,Microglia,resilient
598,Lrfn5,-2.98195984652,Microglia,resilient
599,Lrmda,-1.41020318958,Microglia,resilient
600,Lrp1b,-2.65029696726,Microglia,resilient
636,Mapt,-1.5633427949999998,Microglia,resilient
645,Mbd5,-1.95547260728,Microglia,resilient
743,Nrcam,-1.5689903408800001,Microglia,resilient
647,Mbnl2,-1.39840219988,Microglia,resilient
697,Ncam2,-2.57135115534,Microglia,resilient
703,Ndrg4,-1.62105430058,Microglia,resilient
709,Neat1,-1.54554134822,Microglia,resilient
710,Necab2,-1.8993196885,Microglia,resilient
712,Nedd4,-1.56733275932,Microglia,resilient
713,Nedd4l,-2.21221714372,Microglia,resilient
714,Negr1,-2.4437565068200002,Microglia,resilient
716,Nfasc,-1.8848417284399999,Microglia,resilient
717,Nfat5,-1.46634428642,Microglia,resilient
719,Nfia,-1.52586093924,Microglia,resilient
722,Nfkbia,-2.6501497435599997,Microglia,resilient
724,Nfkbiz,-1.63770982394,Microglia,resilient
727,Nkain2,-3.48251674058,Microglia,resilient
730,Nlgn1,-2.88295189678,Microglia,resilient
734,Nnat,-1.16072340775,Microglia,resilient
735,Nol4,-2.0763565051599997,Microglia,resilient
737,Npc2,1.38545229108,Microglia,resilient
739,Npm1,0.760493324632,Microglia,resilient
741,Nr4a1,-2.36488265462,Microglia,resilient
696,Ncam1,-2.2365384704399998,Microglia,resilient
695,Ncald,-1.6968141712,Microglia,resilient
694,Nbea,-1.8560594997200002,Microglia,resilient
673,Msi2,-1.7642230027,Microglia,resilient
649,Mcl1,-1.63189885714,Microglia,resilient
651,Mdga2,-2.8539116972,Microglia,resilient
655,Mef2a,-1.085346186404,Microglia,resilient
656,Meg3,-2.5637232547,Microglia,resilient
657,Mertk,-1.289166344438,Microglia,resilient
658,Mgat4c,-2.78843432158,Microglia,resilient
663,Mir142hg,-1.8780806737399998,Microglia,resilient
3,4930402H24Rik,-2.13546052052,Microglia,resilient
675,Mt3,-1.171772238234,Microglia,resilient
693,Nav3,-1.8064496444199998,Microglia,resilient
677,Mtss1,-2.2046494647,Microglia,resilient
678,Mycbp2,-1.30357555754,Microglia,resilient
682,Myo5a,-1.7566998379799998,Microglia,resilient
685,Myt1l,-2.26670176354,Microglia,resilient
686,Naaladl2,-2.57651803974,Microglia,resilient
690,Nap1l5,-1.822776515,Microglia,resilient
691,Napb,-1.8758663386799999,Microglia,resilient
692,Nav2,-1.8672503421000002,Microglia,resilient
1182,Tenm3,-2.28682721068,Microglia,resilient
1147,Stmn3,-1.3218589533799998,Microglia,resilient
1149,Stox2,-1.95176450726,Microglia,resilient
1150,Strbp,-1.59670128192,Microglia,resilient
1153,Stxbp5l,-2.42455953126,Microglia,resilient
1156,Sv2a,-1.5716653947,Microglia,resilient
1158,Syne1,-2.03590381538,Microglia,resilient
1162,Synpr,-2.11895240076,Microglia,resilient
1164,Syt1,-2.16037197596,Microglia,resilient
1165,Syt11,-1.50465850966,Microglia,resilient
1166,Syt4,-1.62329002214,Microglia,resilient
1167,Syt6,-2.11108143054,Microglia,resilient
1168,Syt9,-2.41423578228,Microglia,resilient
1169,Tac2,-1.5420817952199999,Microglia,resilient
1171,Tanc2,-1.6818260791000001,Microglia,resilient
1172,Taok1,-1.159527274816,Microglia,resilient
1175,Tcf12,-1.63864698904,Microglia,resilient
1177,Tcf4,-1.146930383398,Microglia,resilient
1178,Tcf7l2,-1.52001281676,Microglia,resilient
1180,Tenm1,-2.49697899062,Microglia,resilient
1145,Stmn1,-1.4882067855999999,Microglia,resilient
1142,St6galnac5,-2.23550131878,Microglia,resilient
1141,St6galnac3,-3.75163708052,Microglia,resilient
1112,Sorbs2,-2.2594695932,Microglia,resilient
1090,Slc8a1,-1.9794702137,Microglia,resilient
1092,Slit2,-2.3050006739,Microglia,resilient
1098,Snap25,-1.6850398715200001,Microglia,resilient
1100,Snca,-2.0922065179400002,Microglia,resilient
1102,Snhg11,-2.6840285777,Microglia,resilient
1103,Snrnp70,-1.2406404999799998,Microglia,resilient
1106,Sntg1,-2.9611209611400002,Microglia,resilient
1109,Socs3,-1.6659903532200002,Microglia,resilient
1113,Sox5,-2.00810840054,Microglia,resilient
1140,St18,-3.3993808579800002,Microglia,resilient
1115,Spag9,-1.49271697814,Microglia,resilient
1116,Sparc,0.779494494708,Microglia,resilient
1117,Sparcl1,-1.4513004702599999,Microglia,resilient
1121,Spock1,-2.24931572808,Microglia,resilient
1122,Spock2,-1.6475606267800003,Microglia,resilient
1126,Sptbn1,-1.77547424148,Microglia,resilient
1133,Srrm2,-1.080769914614,Microglia,resilient
1138,Ssh2,-1.24218489444,Microglia,resilient
1181,Tenm2,-2.98162165992,Microglia,resilient
1187,Thsd7a,-2.10097651782,Microglia,resilient
1188,Thsd7b,-2.28506064422,Microglia,resilient
1250,Ube2e2,-2.31877231092,Microglia,resilient
1253,Ube3a,-1.46206485906,Microglia,resilient
1255,Ubn2,-1.55433367348,Microglia,resilient
1258,Uchl1,-1.325235282298,Microglia,resilient
1259,Ucp2,1.4290509886,Microglia,resilient
1260,Ugt8a,-2.44455383762,Microglia,resilient
1270,Usp34,-1.157525179038,Microglia,resilient
1273,Vav3,-2.20512329842,Microglia,resilient
1286,Xkr4,-2.46230876588,Microglia,resilient
1294,Zbtb20,-1.9760830263799998,Microglia,resilient
1301,Zeb2,-1.30404353352,Microglia,resilient
1303,Zfand5,-1.4280327802800001,Microglia,resilient
1304,Zfhx3,-1.021642304554,Microglia,resilient
1306,Zfp36,-1.9000761595,Microglia,resilient
1307,Zfp36l1,-1.59590398774,Microglia,resilient
1311,Zfp638,-1.4466953443000001,Microglia,resilient
1313,Zic1,-1.4437075714,Microglia,resilient
1318,Zwint,-1.189131558796,Microglia,resilient
1248,Ubc,-0.728190100408,Microglia,resilient
1246,Tyrobp,1.92710371346,Microglia,resilient
1244,Tubb4a,-1.4889320378,Microglia,resilient
1209,Tnf,-2.26290534738,Microglia,resilient
1194,Tmcc1,-1.6167900053,Microglia,resilient
1195,Tmcc3,-1.264526082336,Microglia,resilient
1196,Tmeff2,-2.2762217132,Microglia,resilient
1200,Tmem176a,1.253098732,Microglia,resilient
1201,Tmem176b,0.832020704722,Microglia,resilient
1202,Tmem178b,-2.20763635426,Microglia,resilient
1206,Tmsb4x,1.31029040792,Microglia,resilient
1208,Tmx4,-1.285642889368,Microglia,resilient
1215,Tnr,-1.65154541914,Microglia,resilient
1240,Ttll7,-1.7447885289999998,Microglia,resilient
1216,Tnrc6b,-1.275652717856,Microglia,resilient
1223,Tpt1,1.081166572472,Microglia,resilient
1225,Trem2,1.2374450609199998,Microglia,resilient
1228,Trim30a,-2.41877216534,Microglia,resilient
1230,Trpm3,-3.4468716855799997,Microglia,resilient
1232,Tsc22d2,-1.43309876468,Microglia,resilient
1233,Tspan13,-1.264925652254,Microglia,resilient
1239,Ttc3,-1.8676962796,Microglia,resilient
1086,Slc2a13,-2.33470429756,Microglia,resilient
1085,Slc25a4,-0.96315577606,Microglia,resilient
1082,Slc24a2,-2.44941671922,Microglia,resilient
1080,Slc1a2,-1.69636966726,Microglia,resilient
1055,Selplg,0.770571277714,Microglia,resilient
1041,Scd2,-1.6530481215,Microglia,resilient
1044,Scg5,-1.9605818281799998,Microglia,resilient
1045,Scn2a,-2.1551820114,Microglia,resilient
1046,Scn3a,-2.37730908238,Microglia,resilient
1047,Scube1,-2.39055235896,Microglia,resilient
1052,Selenom,-1.759975092,Microglia,resilient
1053,Selenop,0.887334594524,Microglia,resilient
1054,Selenow,-1.0167355191079999,Microglia,resilient
1058,Sema6d,-2.15645272496,Microglia,resilient
1036,Ryr2,-2.57945246984,Microglia,resilient
1061,Sept4,-1.8786389136800001,Microglia,resilient
1063,Serf2,0.661494500336,Microglia,resilient
1065,Serinc3,0.646314258196,Microglia,resilient
1069,Sgcz,-2.76551660668,Microglia,resilient
1070,Sgip1,-2.04999198654,Microglia,resilient
1071,Sgk1,-1.97820013804,Microglia,resilient
1072,Sh3bgrl3,1.43972334932,Microglia,resilient
1076,Sik3,-2.0187015548200002,Microglia,resilient
1037,S100b,-1.184006716624,Microglia,resilient
1035,Runx1,-1.35987360314,Microglia,resilient
1033,Rtn4,-1.05994639882,Microglia,resilient
1029,Rsrp1,-1.3268688488,Microglia,resilient
1031,Rtn1,-1.7567447898,Microglia,resilient
1032,Rtn3,-0.9512952873460001,Microglia,resilient
559,Kif1b,-1.288135580814,Microglia,resilient
669,Mpeg1,1.165208270244,Microglia,resilient
289,Dner,-1.54867240226,Microglia,resilient
552,Kdm6b,-1.60908953136,Microglia,resilient
255,Ctsd,1.80181284134,Microglia,resilient
257,Ctsl,1.05257192017,Microglia,resilient
258,Ctss,1.8625094786199998,Microglia,resilient
259,Ctsz,0.8159355998719999,Microglia,resilient
261,Cyba,1.010394637474,Microglia,resilient
263,D130079A08Rik,-2.5649153053,Microglia,resilient
264,Dach1,-2.47836846602,Microglia,resilient
266,Dcc,-2.95125368394,Microglia,resilient
268,Ddx17,-1.4074005377199998,Microglia,resilient
271,Ddx5,-1.19130629197,Microglia,resilient
273,Dennd1a,-1.84575589144,Microglia,resilient
274,Dennd4a,-2.13612270218,Microglia,resilient
281,Dip2c,-1.60650210466,Microglia,resilient
283,Dlg2,-2.7949372275199997,Microglia,resilient
284,Dlgap1,-2.344236736,Microglia,resilient
285,Dmd,-2.78686616778,Microglia,resilient
287,Dnaja1,-0.809767616934,Microglia,resilient
254,Ctsb,0.780926008908,Microglia,resilient
252,Ctnnd2,-2.2004483390400003,Microglia,resilient
248,Ctnna2,-2.52834035204,Microglia,resilient
223,Cntnap2,-2.8941032149800003,Microglia,resilient
212,Clstn1,-1.243577330542,Microglia,resilient
213,Clta,0.6798292524780001,Microglia,resilient
214,Clu,-0.9844479114820001,Microglia,resilient
215,Cmss1,0.745769778066,Microglia,resilient
220,Cnp,-1.137102338222,Microglia,resilient
221,Cntn1,-1.86312284044,Microglia,resilient
222,Cntn5,-3.12223144832,Microglia,resilient
224,Col25a1,-2.31372590118,Microglia,resilient
247,Cst3,1.24435913644,Microglia,resilient
233,Cpe,-1.62936098998,Microglia,resilient
236,Cpne4,-2.3775516085399997,Microglia,resilient
240,Creg1,1.107191163772,Microglia,resilient
241,Cryab,-1.85182226032,Microglia,resilient
243,Csf1r,0.9822247617380001,Microglia,resilient
244,Csmd1,-2.3596709907199998,Microglia,resilient
245,Csmd3,-3.0444250940599997,Microglia,resilient
288,Dnajb1,-1.3578841958180001,Microglia,resilient
290,Dnm1,-1.75550247094,Microglia,resilient
208,Cldn11,-1.8562629175999998,Microglia,resilient
292,Dnm3,-1.8156845165,Microglia,resilient
324,Eif5,-0.908562733924,Microglia,resilient
325,Elavl3,-1.53624842152,Microglia,resilient
327,Elmo1,-1.154280221134,Microglia,resilient
330,Eml6,-2.02192124486,Microglia,resilient
335,Enpp2,-1.93890226234,Microglia,resilient
341,Epha6,-2.8616775737399998,Microglia,resilient
343,Erbb4,-2.65068520128,Microglia,resilient
345,Erc2,-2.98154249176,Microglia,resilient
346,Ermn,-2.24143316828,Microglia,resilient
348,Etv1,-1.3627651161199998,Microglia,resilient
351,Exoc4,-1.5671600084800001,Microglia,resilient
352,Exoc6b,-1.68001393024,Microglia,resilient
355,Fam155a,-2.73247753904,Microglia,resilient
359,Fam19a1,-2.69297222264,Microglia,resilient
363,Fat3,-2.40087425572,Microglia,resilient
364,Fau,1.2677367367999999,Microglia,resilient
365,Fbxl17,-1.7977407138200001,Microglia,resilient
318,Egr3,-2.64889251918,Microglia,resilient
317,Egr1,-2.2801358421,Microglia,resilient
316,Egfem1,-3.5924146245999995,Microglia,resilient
300,Dpysl2,-0.989305958314,Microglia,resilient
293,Dnmt3a,-1.5912109374199999,Microglia,resilient
294,Dock10,-1.4448153803,Microglia,resilient
295,Dock3,-2.27390742006,Microglia,resilient
296,Dock4,-1.55653680508,Microglia,resilient
297,Dok6,-2.19178887054,Microglia,resilient
298,Dpp10,-2.62728989146,Microglia,resilient
299,Dpp6,-2.44841405344,Microglia,resilient
301,Dscam,-2.6592946373,Microglia,resilient
313,Eef1b2,0.839803940784,Microglia,resilient
302,Dst,-1.38516103492,Microglia,resilient
303,Dtna,-2.06406776584,Microglia,resilient
304,Dusp1,-1.95442633034,Microglia,resilient
305,Dusp3,-1.4968557617,Microglia,resilient
308,Dynll2,-1.130246119116,Microglia,resilient
310,Edil3,-2.74322762194,Microglia,resilient
311,Eef1a1,1.25755758414,Microglia,resilient
209,Clic1,1.1416971560640001,Microglia,resilient
206,Clasp2,-1.77341094868,Microglia,resilient
370,Fcgr3,1.4590876236,Microglia,resilient
116,Blvrb,1.75699429676,Microglia,resilient
56,Apod,-1.28435756088,Microglia,resilient
57,App,-1.41964754474,Microglia,resilient
63,Arhgdib,1.19612401872,Microglia,resilient
67,Arih1,-1.5987540064599999,Microglia,resilient
69,Arpc1b,0.873263673208,Microglia,resilient
70,Arpc2,0.8735309075319999,Microglia,resilient
76,Asic2,-2.8376427833,Microglia,resilient
78,Atf3,-2.58092015298,Microglia,resilient
81,Atp1a2,-1.21408808424,Microglia,resilient
82,Atp1a3,-1.6410595295800001,Microglia,resilient
83,Atp1b1,-1.9757247710799999,Microglia,resilient
84,Atp2a2,-1.116565778854,Microglia,resilient
94,Atp6v0a1,-1.36536815598,Microglia,resilient
103,Auts2,-2.4650053539,Microglia,resilient
104,B2m,1.59495194986,Microglia,resilient
105,B3galt1,-2.4546217157399997,Microglia,resilient
111,Bex2,-1.62580128516,Microglia,resilient
54,Aplp1,-2.14739068066,Microglia,resilient
52,Apbb2,-1.66916207484,Microglia,resilient
51,Apba1,-1.9999500475199998,Microglia,resilient
28,Aif1,1.5157775970999998,Microglia,resilient
7,A230057D06Rik,-2.36653402552,Microglia,resilient
8,AY036118,0.526949754296,Microglia,resilient
18,Adgrb3,-2.58900473654,Microglia,resilient
19,Adgrl3,-2.22821336322,Microglia,resilient
22,Aff4,-1.4865696153,Microglia,resilient
24,Agbl4,-2.45220366044,Microglia,resilient
27,Ahi1,-2.21294373836,Microglia,resilient
29,Aig1,-1.5793392993400002,Microglia,resilient
47,Ano3,-2.66378439514,Microglia,resilient
30,Akap6,-1.96729258618,Microglia,resilient
35,Alcam,-1.98615002304,Microglia,resilient
37,Alox5ap,1.216718790528,Microglia,resilient
39,Ank2,-2.05059097898,Microglia,resilient
40,Ank3,-2.2973544277799998,Microglia,resilient
43,Ankrd12,-1.58810659536,Microglia,resilient
45,Anks1b,-2.6344354106,Microglia,resilient
113,Bicd1,-2.56871746408,Microglia,resilient
120,Brinp3,-2.70687597356,Microglia,resilient
205,Ckb,0.547711041688,Microglia,resilient
126,Btg1,-1.38441444194,Microglia,resilient
168,Ccser1,-3.0810085278,Microglia,resilient
172,Cd52,1.43077742342,Microglia,resilient
174,Cd68,1.103186647286,Microglia,resilient
175,Cd81,1.26521558732,Microglia,resilient
176,Cd83,-2.39193770206,Microglia,resilient
178,Cdc42,0.5870877267,Microglia,resilient
179,Cdc42bpa,-1.96317759726,Microglia,resilient
182,Cdh8,-2.06294308858,Microglia,resilient
183,Cdk14,-1.90793582124,Microglia,resilient
184,Cds2,-1.2875492878400001,Microglia,resilient
186,Celf2,-1.3379368876,Microglia,resilient
187,Celf4,-1.59112918488,Microglia,resilient
190,Cfh,1.40297966644,Microglia,resilient
191,Cfl1,0.6229239306659999,Microglia,resilient
193,Chchd10,-1.2877863342340001,Microglia,resilient
201,Chd9,-1.0915331928260001,Microglia,resilient
204,Cited2,-1.67027565838,Microglia,resilient
165,Ccl4,-3.28721337144,Microglia,resilient
164,Ccl3,-3.03856184032,Microglia,resilient
163,Ccl2,-2.2407779727199997,Microglia,resilient
136,Cacna1e,-2.38023076124,Microglia,resilient
127,Btg2,-2.0466174744,Microglia,resilient
128,C130073E24Rik,-2.47471998244,Microglia,resilient
129,C1qa,1.80019275638,Microglia,resilient
130,C1qb,1.89396313606,Microglia,resilient
131,C1qc,1.65550360892,Microglia,resilient
132,C230004F18Rik,-1.8053225804400002,Microglia,resilient
134,Cacna1c,-2.3434816122,Microglia,resilient
138,Cacnb2,-1.9675023401400002,Microglia,resilient
162,Ccdc88a,-1.6748068634,Microglia,resilient
139,Cacnb3,-1.9967225953199998,Microglia,resilient
141,Cadm1,-1.59272941472,Microglia,resilient
142,Cadm2,-2.58584623018,Microglia,resilient
143,Cadps2,-2.22558524368,Microglia,resilient
153,Capza2,0.845832993686,Microglia,resilient
155,Car10,-2.42140710702,Microglia,resilient
